name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Nyxborn Rollicker,"Nyxborn Rollicker	{R}
Enchantment Creature — Satyr
Bestow {1}{R} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +1/+1.
1/1
",https://scryfall.com/card/bng/102/nyxborn-rollicker,https://cards.scryfall.io/large/front/b/2/b2081bf0-09f5-4c95-b4cc-48a8784294d4.jpg?1593092278,天裔狂徒,天裔狂徒,Ripailleur né de Nyx,Nyxgeborener Tober,Festante Nyxiano,ニクス生まれのお調子者,닉스에서 태어난 분탕꾼,Desordeiro Nyxnato,Кутила из Никса,Retozante nativo de Nyx
Oracle of Bones,"Oracle of Bones	{2}{R}{R}
Creature — Minotaur Shaman
Haste
Tribute 2 (As this creature enters, an opponent of your choice may put two +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, you may cast an instant or sorcery spell from your hand without paying its mana cost.
3/1
",https://scryfall.com/card/bng/103/oracle-of-bones,https://cards.scryfall.io/large/front/d/d/ddb1931e-c282-47a7-9382-608de6ec8efa.jpg?1593092303,头骨先知,頭骨先知,Oracle des ossements,Schädelorakel,Indovino delle Ossa,骨の神託者,뼈 예언자,Oráculo dos Ossos,Оракул Костей,Oráculo óseo
Pharagax Giant,"Pharagax Giant	{4}{R}
Creature — Giant
Tribute 2 (As this creature enters, an opponent of your choice may put two +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, this creature deals 5 damage to each opponent.
3/3
",https://scryfall.com/card/bng/104/pharagax-giant,https://cards.scryfall.io/large/front/9/e/9eef1b9b-58f1-40af-a7c2-06cdaf1ec974.jpg?1593092311,法拉伽斯巨人,法拉伽斯巨人,Géant de Pharagax,Pharagax-Riese,Gigante di Faragax,ファラガックスの巨人,파라각스 거인,Gigante de Faragax,Гигант из Фарагакса,Gigante de Faragax
Pinnacle of Rage,"Pinnacle of Rage	{4}{R}{R}
Sorcery
Pinnacle of Rage deals 3 damage to each of two targets.

",https://scryfall.com/card/bng/105/pinnacle-of-rage,https://cards.scryfall.io/large/front/b/2/b26ff2fa-82de-4831-9341-a446abf9ed03.jpg?1593092319,怒火天顶,怒火天頂,Pinacle de rage,Gipfel der Wut,Culmine della Furia,憤怒の頂点,분노의 절정,Cume da Ira,Апофеоз Ярости,Pináculo colérico
Reckless Reveler,"Reckless Reveler	{1}{R}
Creature — Satyr
{R}, Sacrifice this creature: Destroy target artifact.
2/1
",https://scryfall.com/card/bng/106/reckless-reveler,https://cards.scryfall.io/large/front/c/f/cf7f2954-65f6-4944-ae68-8992cb0268f4.jpg?1562936706,鲁莽狂欢人,魯莽狂歡人,Fêtard téméraire,Rücksichtsloser Hedonist,Dissoluto Imprudente,無謀な歓楽者,충동적인 난봉꾼,Orgíaco Imprudente,Беспечный Гуляка,Juerguista temerario
Rise to the Challenge,"Rise to the Challenge	{1}{R}
Instant
Target creature gets +2/+0 and gains first strike until end of turn.

",https://scryfall.com/card/bng/107/rise-to-the-challenge,https://cards.scryfall.io/large/front/c/6/c656ad1b-e85b-4b0c-b538-506afe4a9da5.jpg?1593092334,勇迎挑战,勇迎挑戰,Relever le défi,Die Herausforderung annehmen,All'Altezza della Sfida,難題への挑戦,도전 정신,Aceitar o Desafio,Ответ на Вызов,Superar el desafío
Satyr Firedancer,"Satyr Firedancer	{1}{R}
Enchantment Creature — Satyr
Whenever an instant or sorcery spell you control deals damage to an opponent, this creature deals that much damage to target creature that player controls.
1/1
",https://scryfall.com/card/bng/108/satyr-firedancer,https://cards.scryfall.io/large/front/7/f/7fc6a735-cbf5-4af2-b15c-7ced82f0d9da.jpg?1593092344,舞火羊蹄人,舞火羊蹄人,Satyre dansefeu,Satyr-Feuertänzer,Satiro Danzafuoco,サテュロスの火踊り,사티로스 불춤꾼,Sátiro Dançarino do Fogo,Пляшущий с Огнем Сатир,Sátiro bailarín ígneo
Satyr Nyx-Smith,"Satyr Nyx-Smith	{2}{R}
Creature — Satyr Shaman
Haste
Inspired — Whenever this creature becomes untapped, you may pay {2}{R}. If you do, create a 3/1 red Elemental enchantment creature token with haste.
2/1
",https://scryfall.com/card/bng/109/satyr-nyx-smith,https://cards.scryfall.io/large/front/3/b/3bc2c65e-3cba-4813-9949-87e15f592247.jpg?1593092351,铸灵羊蹄人,鑄靈羊蹄人,Forge-Nyx satyre,Satyr-Nyxschmied,Satiro Forgiatore di Nyx,サテュロスのニクス鍛冶,사티로스 닉스세공사,Sátiro Ferreiro de Nyx,"Сатир, Кузнец Никса",Sátiro forjador de Nyx
Scouring Sands,"Scouring Sands	{1}{R}
Sorcery
Scouring Sands deals 1 damage to each creature your opponents control. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/bng/110/scouring-sands,https://cards.scryfall.io/large/front/2/7/273f25fc-9c9f-4b73-a28b-1461d8fcd443.jpg?1593092358,砂暴扫荡,砂暴掃蕩,Sables purificateurs,Fegesande,Sabbie Corrosive,洗い流す砂,긁어내는 모래,Areias de Lavagem,Шершавые Пески,Arena devastadora
Searing Blood,"Searing Blood	{R}{R}
Instant
Searing Blood deals 2 damage to target creature. When that creature dies this turn, Searing Blood deals 3 damage to the creature's controller.

",https://scryfall.com/card/bng/111/searing-blood,https://cards.scryfall.io/large/front/b/b/bb43fd07-d281-447d-88bf-c53498c2cf20.jpg?1593092367,炙热鲜血,炙熱鮮血,Sang calcinant,Sengendes Blut,Sangue Rovente,灼熱の血,불타는 피,Sangue Abrasador,Обжигающая Кровь,Sangre flamígera
Stormcaller of Keranos,"Stormcaller of Keranos	{2}{R}
Creature — Human Shaman
Haste
{1}{U}: Scry 1. (Look at the top card of your library. You may put that card on the bottom.)
2/2
",https://scryfall.com/card/bng/112/stormcaller-of-keranos,https://cards.scryfall.io/large/front/d/3/d397bdc3-a866-45be-8740-185d9ccf29c4.jpg?1593092376,刻拉诺斯的唤岚师,刻拉諾斯的喚嵐師,Meneuse d'orage de Kéranos,Sturmruferin des Keranos,Evocatempeste di Keranos,ケラノスの嵐呼び,케레노스의 폭풍술사,Evocador de Tempestades de Queranos,Призывательница Бурь Керана,Atraetormentas de Keranos
Thunder Brute,"Thunder Brute	{4}{R}{R}
Creature — Cyclops
Trample
Tribute 3 (As this creature enters, an opponent of your choice may put three +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, it gains haste until end of turn.
5/5
",https://scryfall.com/card/bng/113/thunder-brute,https://cards.scryfall.io/large/front/c/2/c28fa4f8-4b87-41dc-802d-dfd160ccf1a8.jpg?1593092387,雷鸣蛮汉,雷鳴蠻漢,Brute du tonnerre,Donner-Rohling,Bruto della Folgore,雷の粗暴者,천둥 싸움꾼,Bruto do Trovão,Громовой Амбал,Bruto centelleante
Thunderous Might,"Thunderous Might	{1}{R}
Enchantment — Aura
Enchant creature
Whenever enchanted creature attacks, it gets +X/+0 until end of turn, where X is your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)

",https://scryfall.com/card/bng/114/thunderous-might,https://cards.scryfall.io/large/front/d/3/d361851d-e2d4-4912-ba08-81913f6b6e08.jpg?1593092394,雷霆之力,雷霆之力,Puissance tonitruante,Donnernde Macht,Potenza Tonante,雷撃の威力,천둥의 힘,Força Trovejante,Громовая Мощь,Poderío ensordecedor
Whims of the Fates,"Whims of the Fates	{5}{R}
Sorcery
Starting with you, each player separates all permanents they control into three piles. Then each player chooses one of their piles at random and sacrifices those permanents. (Piles can be empty.)

",https://scryfall.com/card/bng/115/whims-of-the-fates,https://cards.scryfall.io/large/front/a/e/aeb8d3fc-99e4-49dd-b1f1-bb479b361743.jpg?1562415056,命运无常,命運無常,Caprices des Moires,Launen des Schicksals,Capricci delle Moire,運命の気まぐれ,변덕스러운 운명,Caprichos dos Destinos,Капризы Судьбы,Caprichos de las Moiras
Archetype of Endurance,"Archetype of Endurance	{6}{G}{G}
Enchantment Creature — Boar
Creatures you control have hexproof.
Creatures your opponents control lose hexproof and can't have or gain hexproof.
6/5
",https://scryfall.com/card/bng/116/archetype-of-endurance,https://cards.scryfall.io/large/front/3/1/3145ca68-7a9d-4161-9456-518591251b56.jpg?1593092414,坚存典范,堅存典範,Archétype de l'endurance,Sinnbild der Zähigkeit,Archetipo della Resistenza,忍耐の元型,지구력의 표상,Arquétipo da Resistência,Образец Выносливости,Prototipo de resistencia
Aspect of Hydra,"Aspect of Hydra	{G}
Instant
Target creature gets +X/+X until end of turn, where X is your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)

",https://scryfall.com/card/bng/117/aspect-of-hydra,https://cards.scryfall.io/large/front/1/9/19353629-07be-47e2-a7d5-3a5e5e1120c8.jpg?1593092421,多头龙外貌,多頭龍外貌,Aspect de l'hydre,Hydrablut,Sembianze dell'Idra,ハイドラの血,히드라의 상,Aspecto de Hidra,Облик Гидры,Aspecto de hidra
Charging Badger,"Charging Badger	{G}
Creature — Badger
Trample
1/1
",https://scryfall.com/card/bng/118/charging-badger,https://cards.scryfall.io/large/front/5/d/5d88ad54-43fc-45e0-8e00-db6be0c021ea.jpg?1593092429,冲锋獾,衝鋒獾,Blaireau chargeur,Angriffslustiger Dachs,Tasso alla Carica,突進するアナグマ,돌진하는 오소리,Texugo Atacante,Нападающий Барсук,Tejón a la carga
Courser of Kruphix,"Courser of Kruphix	{1}{G}{G}
Enchantment Creature — Centaur
Play with the top card of your library revealed.
You may play lands from the top of your library.
Landfall — Whenever a land you control enters, you gain 1 life.
2/4
",https://scryfall.com/card/bng/119/courser-of-kruphix,https://cards.scryfall.io/large/front/d/c/dc63d2ea-a980-466e-9ebb-f28008f84c3d.jpg?1690004764,克罗芬斯的骏马,克羅芬斯的駿馬,Coursière de Kruphix,Rennerin des Kruphix,Corsiera di Krufix,クルフィックスの狩猟者,크루픽스의 군마,Centaura-caçadora de Crufix,Резвая Бегунья Круфикса,Cazadora de Krufix
Culling Mark,"Culling Mark	{2}{G}
Sorcery
Target creature blocks this turn if able.

",https://scryfall.com/card/bng/120/culling-mark,https://cards.scryfall.io/large/front/d/4/d4c45eda-9f00-4b40-b91d-0ed00151923c.jpg?1593092447,牲祭印记,牲祭印記,Marque du sacrifice,Mal des Ausmerzens,Preda da Abbattere,選別の印,선별의 표식,Marca de Abate,Отметка Выбраковки,Marca del sacrificio
Fated Intervention,"Fated Intervention	{2}{G}{G}{G}
Instant
Create two 3/3 green Centaur enchantment creature tokens. If it's your turn, scry 2.

",https://scryfall.com/card/bng/121/fated-intervention,https://cards.scryfall.io/large/front/6/2/622e1afc-0d06-4c01-abef-3b3e93bd21c3.jpg?1593092457,命定干预,命定干預,Intervention annoncée,Schicksalhaftes Eingreifen,Intervento Fatidico,宿命的介入,운명적 개입,Intervenção Predestinada,Предначертанное Вмешательство,Intervención nefasta
Graverobber Spider,"Graverobber Spider	{3}{G}
Creature — Spider
Reach
{3}{B}: This creature gets +X/+X until end of turn, where X is the number of creature cards in your graveyard. Activate only once each turn.
2/4
",https://scryfall.com/card/bng/122/graverobber-spider,https://cards.scryfall.io/large/front/4/1/41810472-ba24-44b6-886c-f8906ff0a7df.jpg?1593092470,盗墓蜘蛛,盜墓蜘蛛,Araignée pilleuse de tombes,Grabräuberspinne,Ragno Profanatombe,墓荒らし蜘蛛,도굴꾼 거미,Aranha Rouba-túmulo,"Паук, Расхититель Могил",Araña robatumbas
Hero of Leina Tower,"Hero of Leina Tower	{G}
Creature — Human Warrior
Heroic — Whenever you cast a spell that targets this creature, you may pay {X}. If you do, put X +1/+1 counters on this creature.
1/1
",https://scryfall.com/card/bng/123/hero-of-leina-tower,https://cards.scryfall.io/large/front/9/3/93f3f0ce-e8f5-4020-b8db-23a6aa7f7cb5.jpg?1547517614,莱纳塔英雄,萊納塔英雄,Héroïne de la Tour de Leina,Heldin des Leina-Turms,Eroina di Torre Leina,レイナ塔の英雄,레이나 탑의 영웅,Herói da Torre de Leina,Героиня Лейнской Башни,Heroína de la torre Leina
Hunter's Prowess,"Hunter's Prowess	{4}{G}
Sorcery
Until end of turn, target creature gets +3/+3 and gains trample and ""Whenever this creature deals combat damage to a player, draw that many cards.""

",https://scryfall.com/card/bng/124/hunters-prowess,https://cards.scryfall.io/large/front/6/4/64e0f9db-fd82-44d0-9d98-12275e2f05e8.jpg?1562610800,猎手美技,獵手美技,Prouesse du chasseur,Tapferkeit des Jägers,Prodezza della Cacciatrice,狩人の勇気,사냥꾼의 기량,Maestria do Caçador,Доблесть Охотника,Destreza del cazador
Karametra's Favor,"Karametra's Favor	{1}{G}
Enchantment — Aura
Enchant creature
When this Aura enters, draw a card.
Enchanted creature has ""{T}: Add one mana of any color.""

",https://scryfall.com/card/bng/125/karametras-favor,https://cards.scryfall.io/large/front/7/7/77026cf6-7e89-41a6-8279-de1068569a02.jpg?1562918868,卡拉美特拉的眷顾,卡拉美特拉的眷顧,Faveur selon Karametra,Gunst der Karametra,Protezione di Karametra,ケイラメトラの好意,카라메트라의 은혜,Proteção de Carametra,Покровительство Караметры,Favor de Karametra
Mischief and Mayhem,"Mischief and Mayhem	{4}{G}
Sorcery
Up to two target creatures each get +4/+4 until end of turn.

",https://scryfall.com/card/bng/126/mischief-and-mayhem,https://cards.scryfall.io/large/front/9/d/9daa44b4-5c30-41d8-b4d6-6219c5729a5f.jpg?1593092504,胡闹破坏,胡鬧破壞,Malice et confusion,Aufruhr und Chaos,Caos e Distruzione,悪戯と騒乱,장난스러운 아수라장,Travessuras e Caos,Хулиганство и Хаос,Travesuras y maldades
Mortal's Resolve,"Mortal's Resolve	{1}{G}
Instant
Target creature gets +1/+1 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)

",https://scryfall.com/card/bng/127/mortals-resolve,https://cards.scryfall.io/large/front/1/3/131a96b4-393d-4e8e-9b6a-f15f3804febb.jpg?1593092513,凡人的决心,凡人的決心,Résolution des mortels,Entschlossenheit der Sterblichen,Determinazione dei Mortali,定命の者の決意,필멸자의 결의,Determinação dos Mortais,Решимость Смертного,Determinación del mortal
Nessian Demolok,"Nessian Demolok	{3}{G}{G}
Creature — Beast
Tribute 3 (As this creature enters, an opponent of your choice may put three +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, destroy target noncreature permanent.
3/3
",https://scryfall.com/card/bng/128/nessian-demolok,https://cards.scryfall.io/large/front/e/e/ee0683b2-8bc2-4c6a-964e-b909693b68c1.jpg?1593092523,奈西安迪默洛兽,奈西安迪默洛獸,Démolok nessian,Nessischer Dämolok,Demolok Nessian,ネシアンのデモロク,네시안 데몰록,Demolok Nessiano,Нессийский Демолок,Demolok nessiano
Nessian Wilds Ravager,"Nessian Wilds Ravager	{4}{G}{G}
Creature — Hydra
Tribute 6 (As this creature enters, an opponent of your choice may put six +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, you may have this creature fight another target creature. (Each deals damage equal to its power to the other.)
6/6
",https://scryfall.com/card/bng/129/nessian-wilds-ravager,https://cards.scryfall.io/large/front/6/5/65368cf0-7d92-4248-b930-633fd023065b.jpg?1593092537,奈西安荒野噬怪,奈西安荒野噬怪,Dévastateur des terres nessiannes,Nessischer Wildnisverwüster,Devastatrice delle Terre Selvagge Nessian,ネシアン未開地の荒廃者,네시안 야생 유린자,Devastador das Selvas Nessianas,Нессийская Опустошительница,Devastadora salvaje nessiana
Noble Quarry,"Noble Quarry	{2}{G}
Enchantment Creature — Unicorn
Bestow {5}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
All creatures able to block this creature or enchanted creature do so.
Enchanted creature gets +1/+1.
1/1
",https://scryfall.com/card/bng/130/noble-quarry,https://cards.scryfall.io/large/front/d/5/d5fd4994-afce-496b-8682-0fee208e68ec.jpg?1562710178,尊贵猎物,尊貴獵物,Noble proie,Edles Beutetier,Nobile Preda,気高き獲物,고귀한 사냥감,Presa Nobre,Благородная Добыча,Presa noble
Nyxborn Wolf,"Nyxborn Wolf	{2}{G}
Enchantment Creature — Wolf
Bestow {4}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +3/+1.
3/1
",https://scryfall.com/card/bng/131/nyxborn-wolf,https://cards.scryfall.io/large/front/9/1/91a78895-5e09-46a5-8a74-a07f0befc4e5.jpg?1593092568,天裔狼,天裔狼,Louve née de Nyx,Nyxgeborene Wölfin,Lupa Nyxiana,ニクス生まれの狼,닉스에서 태어난 늑대,Lobo Nyxnato,Волк из Никса,Loba nativa de Nyx
Peregrination,"Peregrination	{3}{G}
Sorcery
Search your library for up to two basic land cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand. Shuffle, then scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/bng/132/peregrination,https://cards.scryfall.io/large/front/0/3/03835e3e-9fd1-47c7-86a5-a5481420f2d3.jpg?1593092579,游历,遊歷,Pérégrinations,Wanderschaft,Peregrinazione,流浪,머나먼 여행길,Romaria,Странствие,Peregrinación
Pheres-Band Raiders,"Pheres-Band Raiders	{5}{G}
Creature — Centaur Warrior
Inspired — Whenever this creature becomes untapped, you may pay {2}{G}. If you do, create a 3/3 green Centaur enchantment creature token.
5/5
",https://scryfall.com/card/bng/133/pheres-band-raiders,https://cards.scryfall.io/large/front/8/0/80856020-f569-4d73-8c44-7b48535a69e8.jpg?1593092589,斐力兹族突击队,斐力茲族突擊隊,Pillards du clan Phérès,Plünderer der Pheres-Herde,Razziatori della Banda Feres,フィーリーズ団の略奪者,피레스 무리 약탈자들,Salteadores do Bando Feres,Налетчики Племени Ферий,Incursores del clan Feres
Pheres-Band Tromper,"Pheres-Band Tromper	{3}{G}
Creature — Centaur Warrior
Inspired — Whenever this creature becomes untapped, put a +1/+1 counter on it.
3/3
",https://scryfall.com/card/bng/134/pheres-band-tromper,https://cards.scryfall.io/large/front/a/2/a2d7e7d1-70ee-450b-8018-ff373cc91c68.jpg?1593092598,斐力兹族重跺者,斐力茲族重跺者,Piaffeur du clan Phérès,Trampler der Pheres-Herde,Battitore della Banda Feres,フィーリーズ団の精鋭兵,피레스무리 발굽병,Trompador do Bando Feres,Скакун из Племени Ферий,Arrollador del clan Feres
Raised by Wolves,"Raised by Wolves	{3}{G}{G}
Enchantment — Aura
Enchant creature
When this Aura enters, create two 2/2 green Wolf creature tokens.
Enchanted creature gets +1/+1 for each Wolf you control.

",https://scryfall.com/card/bng/135/raised-by-wolves,https://cards.scryfall.io/large/front/b/c/bcfaace7-86e2-427e-97b1-b09dfdd30fee.jpg?1593092609,出身狼群,出身狼群,Élevé par les loups,Von Wölfen aufgezogen,Allevato dai Lupi,狼育ち,늑대의 양육,Criado por Lobos,Волчье Воспитание,Criado por los lobos
Satyr Wayfinder,"Satyr Wayfinder	{1}{G}
Creature — Satyr
When this creature enters, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.
1/1
",https://scryfall.com/card/bng/136/satyr-wayfinder,https://cards.scryfall.io/large/front/8/b/8bbbe65d-7162-42fb-94ee-d835d6c3f02a.jpg?1752944879,引路羊蹄人,引路羊蹄人,Guidevoie satyre,Satyr-Pfadfinder,Satiro Apripista,サテュロスの道探し,사티로스 길잡이,Sátiro Trilheiro,Сатир-Проводник,Sátiro buscacaminos
Scourge of Skola Vale,"Scourge of Skola Vale	{2}{G}
Creature — Hydra
Trample
This creature enters with two +1/+1 counters on it.
{T}, Sacrifice another creature: Put a number of +1/+1 counters on this creature equal to the sacrificed creature's toughness.
0/0
",https://scryfall.com/card/bng/137/scourge-of-skola-vale,https://cards.scryfall.io/large/front/b/a/baef76dc-7cef-449b-b8a7-e038887129d9.jpg?1593092636,斯科拉河谷祸害,斯科拉河谷禍害,Plaie du Val de Skola,Geißel des Skola-Tals,Flagello di Valle Skola,スコラ谷の災い,스콜라 계곡의 재앙,Flagelo do Vale de Skola,Бич Долины Скола,Azote del valle Skola
Setessan Oathsworn,"Setessan Oathsworn	{1}{G}{G}
Creature — Satyr Warrior
Heroic — Whenever you cast a spell that targets this creature, put two +1/+1 counters on this creature.
1/1
",https://scryfall.com/card/bng/138/setessan-oathsworn,https://cards.scryfall.io/large/front/e/5/e5579755-4718-406a-bba6-27f1f2811e59.jpg?1593092648,瑟特萨盟誓人,瑟特薩盟誓人,Assermenté setessien,Eidgebundener Setesser,Giurato di Setessa,セテッサの誓約者,세테사 서약자,Jurado Setessano,Сетесский Поклявшийся,Setessano jurado
Setessan Starbreaker,"Setessan Starbreaker	{3}{G}
Creature — Human Warrior
When this creature enters, you may destroy target Aura.
2/1
",https://scryfall.com/card/bng/139/setessan-starbreaker,https://cards.scryfall.io/large/front/0/3/03af8b3b-a897-43e2-a87d-833da93edc41.jpg?1593092657,瑟特萨殒星客,瑟特薩殞星客,Brise-étoile setessienne,Setessische Sternenbrecherin,Astricida di Setessa,セテッサの星砕き,별을 부수는 세테사 전사,Astroterminador Setessano,Сетесская Гасительница Звезд,Destructora estelar setessana
Skyreaping,"Skyreaping	{1}{G}
Sorcery
Skyreaping deals damage to each creature with flying equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)

",https://scryfall.com/card/bng/140/skyreaping,https://cards.scryfall.io/large/front/4/0/40eb76b3-b527-4ed8-8ce3-d3de48562b6e.jpg?1593092666,刈空扫击,刈空掃擊,Faucheciel,Himmelstilgung,Mieticielo,空掃き,하늘 쓸기,Limpeza Aérea,Небесная Жатва,Cosecha del firmamento
Snake of the Golden Grove,"Snake of the Golden Grove	{4}{G}
Creature — Snake
Tribute 3 (As this creature enters, an opponent of your choice may put three +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, you gain 4 life.
4/4
",https://scryfall.com/card/bng/141/snake-of-the-golden-grove,https://cards.scryfall.io/large/front/0/8/08b10bd7-3f8b-426f-acdf-5a9559b9bc7d.jpg?1593092675,金森巨蚺,金森巨蚺,Serpent du Bosquet d'Or,Schlange des Goldenen Hains,Serpente di Bosco Dorato,黄金の木立ちの蛇,황금 수풀의 뱀,Serpente do Bosque Dourado,Змея Золотой Рощи,Víbora de la arboleda dorada
Swordwise Centaur,"Swordwise Centaur	{G}{G}
Creature — Centaur Warrior

3/2
",https://scryfall.com/card/bng/142/swordwise-centaur,https://cards.scryfall.io/large/front/1/7/1776ebd7-91fc-49e1-a978-f2012162d1cf.jpg?1593860945,擅剑半人马,擅劍半人馬,Centaure épéiste,Schwertkundige Zentaurin,Centaura Sapiente delle Lame,ケンタウルスの武芸者,노련한 켄타우로스,Centauro Mestre da Espada,"Кентавр, Мастер Меча",Centauro sapientebélico
Unravel the Aether,"Unravel the Aether	{1}{G}
Instant
Choose target artifact or enchantment. Its owner shuffles it into their library.

",https://scryfall.com/card/bng/143/unravel-the-aether,https://cards.scryfall.io/large/front/5/5/5584c26f-62ac-4d0b-9142-5159f2a05734.jpg?1593092698,崩离乙太,崩離乙太,Détissage de l'Aether,Den Äther auflösen,Disgregare l'Etere,霊気のほころび,에테르 해체,Desmanchar o Éter,Распад Эфира,Devanar el éter
Chromanticore,"Chromanticore	{W}{U}{B}{R}{G}
Enchantment Creature — Manticore
Bestow {2}{W}{U}{B}{R}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Flying, first strike, vigilance, trample, lifelink
Enchanted creature gets +4/+4 and has flying, first strike, vigilance, trample, and lifelink.
4/4
",https://scryfall.com/card/bng/144/chromanticore,https://cards.scryfall.io/large/front/f/1/f1182463-348b-45b3-a662-68f06ac53699.jpg?1681728973,五彩翼狮,五彩翼獅,Chromanticore,Chromantikor,Cromanticora,彩色マンティコア,오색 만티코어,Cromanticora,Хромантикора,Cromantícora
"Ephara, God of the Polis","Ephara, God of the Polis	{2}{W}{U}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to white and blue is less than seven, Ephara isn't a creature.
At the beginning of each upkeep, if you had another creature enter the battlefield under your control last turn, draw a card.
6/5
",https://scryfall.com/card/bng/145/ephara-god-of-the-polis,https://cards.scryfall.io/large/front/6/8/6832e495-7ee9-43e0-94ea-03c88344080e.jpg?1593092720,城邦神厄芳拉,城邦神厄芳拉,"Éphara, déesse de la Polis","Ephara, Göttin der Polis","Efara, Dea della Polis",都市国家の神、エファラ,폴리스의 신 에파라,"Efara, Deusa da Pólis","Эфара, Богиня Полиса","Efara, diosa de la polis"
Ephara's Enlightenment,"Ephara's Enlightenment	{1}{W}{U}
Enchantment — Aura
Enchant creature
When this Aura enters, put a +1/+1 counter on enchanted creature.
Enchanted creature has flying.
Whenever a creature you control enters, you may return this Aura to its owner's hand.

",https://scryfall.com/card/bng/146/epharas-enlightenment,https://cards.scryfall.io/large/front/6/e/6e480d04-9a35-463e-928e-8da3556629e6.jpg?1593092729,厄芳拉的启蒙,厄芳拉的啟蒙,Illumination selon Éphara,Epharas Erleuchtung,Illuminazione di Efara,エファラの啓蒙,에파라의 깨달음,Iluminação de Efara,Просвещение Эфары,Iluminación de Efara
Fanatic of Xenagos,"Fanatic of Xenagos	{1}{R}{G}
Creature — Centaur Warrior
Trample
Tribute 1 (As this creature enters, an opponent of your choice may put a +1/+1 counter on it.)
When this creature enters, if tribute wasn't paid, it gets +1/+1 and gains haste until end of turn.
3/3
",https://scryfall.com/card/bng/147/fanatic-of-xenagos,https://cards.scryfall.io/large/front/3/6/3687799c-81bd-4c49-902a-2a96863629c3.jpg?1593092739,谢纳戈斯的狂徒,謝納戈斯的狂徒,Fanatique de Xénagos,Xenagos-Fanatiker,Fanatico di Xenagos,ゼナゴスの狂信者,제나고스 광신도,Fanático de Xenagos,Фанатик Ксенага,Fanático de Xenagos
"Karametra, God of Harvests","Karametra, God of Harvests	{3}{G}{W}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to green and white is less than seven, Karametra isn't a creature.
Whenever you cast a creature spell, you may search your library for a Forest or Plains card, put it onto the battlefield tapped, then shuffle.
6/7
",https://scryfall.com/card/bng/148/karametra-god-of-harvests,https://cards.scryfall.io/large/front/2/b/2bd9d26e-984c-4cf8-8c46-447f9776668f.jpg?1591321337,丰收神卡拉美特拉,豐收神卡拉美特拉,"Karametra, déesse des Moissons","Karametra, Göttin der Ernte","Karametra, Dea dei Raccolti",収穫の神、ケイラメトラ,수확의 신 카라메트라,"Carametra, Deusa da Colheita","Караметра, Богиня Урожая","Karametra, diosa de las cosechas"
"Kiora, the Crashing Wave","Kiora, the Crashing Wave	{2}{G}{U}
Legendary Planeswalker — Kiora
[+1]: Until your next turn, prevent all damage that would be dealt to and dealt by target permanent an opponent controls.
[−1]: Draw a card. You may play an additional land this turn.
[−5]: You get an emblem with ""At the beginning of your end step, create a 9/9 blue Kraken creature token.""

",https://scryfall.com/card/bng/149/kiora-the-crashing-wave,https://cards.scryfall.io/large/front/0/c/0c5c6b15-b72d-4341-92c2-7469210452da.jpg?1562839809,破浪奇奥拉,破浪奇奧拉,"Kiora, la Déferlante","Kiora, die brandende Welle",Kiora della Grande Onda,荒ぶる波濤、キオーラ,거친 파도의 키오라,"Kiora, a Onda que Arrebenta","Киора, Разбивающаяся Волна","Kiora, la ola rompiente"
Kiora's Follower,"Kiora's Follower	{G}{U}
Creature — Merfolk
{T}: Untap another target permanent.
2/2
",https://scryfall.com/card/bng/150/kioras-follower,https://cards.scryfall.io/large/front/3/6/3666d3eb-fc62-4966-9149-aa3435650c29.jpg?1698988438,奇奥拉的追随者,奇奧拉的追隨者,Fidèle de Kiora,Kioras Jünger,Seguace di Kiora,キオーラの追随者,키오라의 추종자,Seguidor de Kiora,Последователь Киоры,Seguidor de Kiora
