name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Bloodmad Vampire,"Bloodmad Vampire	{2}{R}
Creature — Vampire Berserker
Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
4/1
",https://scryfall.com/card/iko/160/bloodmad-vampire,https://cards.scryfall.io/large/front/8/a/8a9747c1-ef2c-4c61-9529-abfb6ae0f964.jpg?1736468102,血嗔吸血鬼,血嗔吸血鬼,Vampire hématomane,Blutwahn-Vampirin,Vampira Bramosa di Sangue,血狂いの吸血鬼,피에 미친 흡혈귀,Vampira Sanguinsana,Жаждущая Крови Вампирша,Vampira codiciasangre
Breakneck Rider // Neck Breaker,"Breakneck Rider // Neck Breaker	{1}{R}{R}
Creature — Human Scout Werewolf
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.
3/3
",https://scryfall.com/card/iko/161/breakneck-rider--neck-breaker,https://cards.scryfall.io/large/front/f/e/fe9f85e8-1e4c-4478-8344-71fae357b694.jpg?1576384668,断颈道骑兵 // 断颈狼人,斷頸道騎兵 // 斷頸狼人,Chevaucheur endiablé // Briseur de nuques,Halsbrecherischer Reiter // Genickbrecher,Cavaliere dei Colli Spezzati // Spezzacolli,首折れ路の乗り手 // 首折り,낙마길 기수 // 말 살육자,Ginete de Quebra-pescoço // Quebrador de Pescoços,Всадник Шееломного Пути // Шеелом,Jinete de Cuellorroto // Rompecuellos
Breakneck Rider // Neck Breaker,"Breakneck Rider // Neck Breaker	
Creature — Werewolf
Attacking creatures you control get +1/+0 and have trample.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.
4/3
",https://scryfall.com/card/iko/162/breakneck-rider--neck-breaker,https://cards.scryfall.io/large/front/f/e/fe9f85e8-1e4c-4478-8344-71fae357b694.jpg?1576384668,断颈道骑兵 // 断颈狼人,斷頸道騎兵 // 斷頸狼人,Chevaucheur endiablé // Briseur de nuques,Halsbrecherischer Reiter // Genickbrecher,Cavaliere dei Colli Spezzati // Spezzacolli,首折れ路の乗り手 // 首折り,낙마길 기수 // 말 살육자,Ginete de Quebra-pescoço // Quebrador de Pescoços,Всадник Шееломного Пути // Шеелом,Jinete de Cuellorroto // Rompecuellos
Burn from Within,"Burn from Within	{X}{R}
Sorcery
Burn from Within deals X damage to any target. If a creature is dealt damage this way, it loses indestructible until end of turn. If that creature would die this turn, exile it instead.

",https://scryfall.com/card/iko/163/burn-from-within,https://cards.scryfall.io/large/front/f/8/f8bdc165-4c6f-47e6-8bda-877c0be3613b.jpg?1576384673,内火自燃,內火自燃,Combustion du dedans,Von innen verbrennen,Bruciare dall'Interno,内部着火,내부 화상,Queimar de Dentro,Выгорание,Arder desde dentro
Convicted Killer // Branded Howler,"Convicted Killer // Branded Howler	{2}{R}
Creature — Human Werewolf
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.
2/2
",https://scryfall.com/card/iko/164/convicted-killer--branded-howler,https://cards.scryfall.io/large/front/f/4/f43f5f02-1b29-4e75-a6af-378dcc88c3df.jpg?1576384687,判罪杀手 // 铭印嚎狼,判罪殺手 // 銘印嚎狼,Tueur condamné // Hurleur marqué au fer,Verurteilter Mörder // Gebrandmarkter Heuler,Assassino Condannato // Ululatore Marchiato,既決殺人犯 // 焼き印の咆哮者,유죄판결을 받은 살인자 // 낙인 찍힌 표효자,Matador Condenado // Uivador Marcado,Осужденный Убийца // Клейменый Завыватель,Asesino convicto // Aullador marcado
Convicted Killer // Branded Howler,"Convicted Killer // Branded Howler	
Creature — Werewolf
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.
4/4
",https://scryfall.com/card/iko/165/convicted-killer--branded-howler,https://cards.scryfall.io/large/front/f/4/f43f5f02-1b29-4e75-a6af-378dcc88c3df.jpg?1576384687,判罪杀手 // 铭印嚎狼,判罪殺手 // 銘印嚎狼,Tueur condamné // Hurleur marqué au fer,Verurteilter Mörder // Gebrandmarkter Heuler,Assassino Condannato // Ululatore Marchiato,既決殺人犯 // 焼き印の咆哮者,유죄판결을 받은 살인자 // 낙인 찍힌 표효자,Matador Condenado // Uivador Marcado,Осужденный Убийца // Клейменый Завыватель,Asesino convicto // Aullador marcado
Dance with Devils,"Dance with Devils	{3}{R}
Instant
Create two 1/1 red Devil creature tokens. They have ""When this token dies, it deals 1 damage to any target.""

",https://scryfall.com/card/iko/166/dance-with-devils,https://cards.scryfall.io/large/front/9/1/9189fafa-f30f-49a1-b07d-e432640d2bc5.jpg?1601077457,与魔共舞,與魔共舞,Danse avec les diables,Tanz der Teufel,Danza con i Diavoli,悪魔と踊る,악령과 춤을,Dançar com os Diabos,Пляска с Дьяволами,Baile demoníaco
Devils' Playground,"Devils' Playground	{4}{R}{R}
Sorcery
Create four 1/1 red Devil creature tokens. They have ""When this token dies, it deals 1 damage to any target.""

",https://scryfall.com/card/iko/167/devils-playground,https://cards.scryfall.io/large/front/1/2/1207e6eb-15a7-4ec4-91b3-880375704bb6.jpg?1576384700,魔鬼乐土,魔鬼樂土,Terrain de jeu des diables,Spielwiese der Teufel,Campo Giochi dei Diavoli,悪魔の遊び場,악령의 놀이터,Recreio dos Diabos,Раздолье Дьяволов,Patio de demonios
Dissension in the Ranks,"Dissension in the Ranks	{3}{R}{R}
Instant
Target blocking creature fights another target blocking creature.

",https://scryfall.com/card/iko/168/dissension-in-the-ranks,https://cards.scryfall.io/large/front/2/c/2c1b563a-7856-40bf-954a-a0110ed4880d.jpg?1576384706,军伍内讧,軍伍內訌,Dissension dans les rangs,Zwietracht in den Reihen,Discordia nei Ranghi,内部衝突,부대의 불화,Dissenção nas Fileiras,Раздоры в Войсках,Desacuerdo en las filas
Dual Shot,"Dual Shot	{R}
Instant
Dual Shot deals 1 damage to each of up to two target creatures.

",https://scryfall.com/card/iko/169/dual-shot,https://cards.scryfall.io/large/front/0/b/0bb504d2-d3de-4b09-9007-3d403fc9a216.jpg?1562550459,接连射击,接連射擊,Tir double,Doppelschuss,Colpo Duplice,両手撃ち,연발 사격,Tiro Duplo,Двойной Выстрел,Doble disparo
Ember-Eye Wolf,"Ember-Eye Wolf	{1}{R}
Creature — Wolf
Haste
{1}{R}: This creature gets +2/+0 until end of turn.
1/2
",https://scryfall.com/card/iko/170/ember-eye-wolf,https://cards.scryfall.io/large/front/9/8/98fe1e1e-b14a-4efe-894b-b9da635f007f.jpg?1576384719,烬目狼,燼目狼,Loup aux yeux de braises,Glutaugen-Wolf,Lupo Occhio di Brace,燃えさし眼の狼,불씨눈빛 늑대,Lobo Olho-de-brasa,Огнеглазый Волк,Lobo ojos de ascuas
Falkenrath Gorger,"Falkenrath Gorger	{R}
Creature — Vampire Berserker
Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
2/1
",https://scryfall.com/card/iko/171/falkenrath-gorger,https://cards.scryfall.io/large/front/1/6/16c376f5-f69b-49d4-95f4-92bdd68c564c.jpg?1736468131,伐肯纳暴食客,伐肯納暴食客,Avaleur Falkenrath,Falkenrath-Gierschlund,Falkenrath Insaziabile,ファルケンラスの過食者,팔켄라스 포식자,Devorador de Falkenrath,Фалькенратский Пожиратель,Engullidor de Falkenrath
Fiery Temper,"Fiery Temper	{1}{R}{R}
Instant
Fiery Temper deals 3 damage to any target.
Madness {R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/172/fiery-temper,https://cards.scryfall.io/large/front/1/d/1d3a3a1d-c393-4a57-8a0e-5907d1722331.jpg?1736468138,火爆,火爆,Tempérament fougueux,Hitziges Temperament,Temperamento Focoso,癇しゃく,불같은 성미,Temperamento Explosivo,Огненный Норов,Carácter ardiente
Flameblade Angel,"Flameblade Angel	{4}{R}{R}
Creature — Angel
Flying
Whenever a source an opponent controls deals damage to you or a permanent you control, you may have this creature deal 1 damage to that source's controller.
4/4
",https://scryfall.com/card/iko/173/flameblade-angel,https://cards.scryfall.io/large/front/1/0/1031ec22-c99f-4843-a7cf-c8332234eca8.jpg?1576384736,焰刃天使,焰刃天使,Ange lamefeu,Flammenklingen-Engel,Angelo della Lama Infuocata,炎刃の天使,화염검을 든 천사,Anjo da Espada Flamejante,Ангел Огненного Клинка,Ángel filollama
Gatstaf Arsonists // Gatstaf Ravagers,"Gatstaf Arsonists // Gatstaf Ravagers	{4}{R}
Creature — Human Werewolf
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.
5/4
",https://scryfall.com/card/iko/174/gatstaf-arsonists--gatstaf-ravagers,https://cards.scryfall.io/large/front/6/a/6ab67098-d3d5-4799-ae03-c734244f370e.jpg?1576384747,卡兹特纵火犯 // 卡兹特噬兽,卡茲特縱火犯 // 卡茲特噬獸,Incendiaires de Gatstaf // Dévastateurs de Gatstaf,Gatztow-Brandstifter // Gatztow-Verwüster,Piromani di Gatstaf // Devastatori di Gatstaf,ガツタフの放火魔 // ガツタフの荒廃者,갓스타프 방화범 // 갓스타프 유린자,Incendiários de Gatstaf // Devastadores de Gatstaf,Гастафские Поджигатели // Гастафские Опустошители,Calcinadores de Gatstaf // Devastadores de Gatstaf
Gatstaf Arsonists // Gatstaf Ravagers,"Gatstaf Arsonists // Gatstaf Ravagers	
Creature — Werewolf
Menace (This creature can't be blocked except by two or more creatures.)
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.
6/5
",https://scryfall.com/card/iko/175/gatstaf-arsonists--gatstaf-ravagers,https://cards.scryfall.io/large/front/6/a/6ab67098-d3d5-4799-ae03-c734244f370e.jpg?1576384747,卡兹特纵火犯 // 卡兹特噬兽,卡茲特縱火犯 // 卡茲特噬獸,Incendiaires de Gatstaf // Dévastateurs de Gatstaf,Gatztow-Brandstifter // Gatztow-Verwüster,Piromani di Gatstaf // Devastatori di Gatstaf,ガツタフの放火魔 // ガツタフの荒廃者,갓스타프 방화범 // 갓스타프 유린자,Incendiários de Gatstaf // Devastadores de Gatstaf,Гастафские Поджигатели // Гастафские Опустошители,Calcinadores de Gatstaf // Devastadores de Gatstaf
Geier Reach Bandit // Vildin-Pack Alpha,"Geier Reach Bandit // Vildin-Pack Alpha	{2}{R}
Creature — Human Rogue Werewolf
Haste
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.
3/2
",https://scryfall.com/card/iko/176/geier-reach-bandit--vildin-pack-alpha,https://cards.scryfall.io/large/front/f/0/f0af234d-ce14-49ac-b877-00b0dd1f11e2.jpg?1736468172,基尔山贼 // 维汀群首领,基爾山賊 // 維汀群首領,Bandit de la Chaîne de Geier // Alpha de la meute Vildin,Banditin vom Geierberg // Alphatier des Vildin-Rudels,Bandita delle Alture Geier // Alfa del Branco Vildin,ガイアー岬の山賊 // ヴィルディン群れの頭目,게이어 산맥 산적 // 빌딘 무리의 우두머리,Bandido da Cordilheira de Geier // Alfa da Alcateia Vildin,Разбойница с Гайерской Полосы // Вожак Вильдинской Стаи,Bandida de la Cima Geier // Alfa de la manada Vildin
Geier Reach Bandit // Vildin-Pack Alpha,"Geier Reach Bandit // Vildin-Pack Alpha	
Creature — Werewolf
Whenever a Werewolf you control enters, you may transform it.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.
4/3
",https://scryfall.com/card/iko/177/geier-reach-bandit--vildin-pack-alpha,https://cards.scryfall.io/large/front/f/0/f0af234d-ce14-49ac-b877-00b0dd1f11e2.jpg?1736468172,基尔山贼 // 维汀群首领,基爾山賊 // 維汀群首領,Bandit de la Chaîne de Geier // Alpha de la meute Vildin,Banditin vom Geierberg // Alphatier des Vildin-Rudels,Bandita delle Alture Geier // Alfa del Branco Vildin,ガイアー岬の山賊 // ヴィルディン群れの頭目,게이어 산맥 산적 // 빌딘 무리의 우두머리,Bandido da Cordilheira de Geier // Alfa da Alcateia Vildin,Разбойница с Гайерской Полосы // Вожак Вильдинской Стаи,Bandida de la Cima Geier // Alfa de la manada Vildin
Geistblast,"Geistblast	{2}{R}
Instant
Geistblast deals 2 damage to any target.
{2}{U}, Exile this card from your graveyard: Copy target instant or sorcery spell you control. You may choose new targets for the copy.

",https://scryfall.com/card/iko/178/geistblast,https://cards.scryfall.io/large/front/1/9/19b1dfd9-b717-4c23-b8e5-a6ec835b278a.jpg?1576384765,游魂击,遊魂擊,Salve de geist,Geisterblitz,Geistflusso,霊魂破,심령폭발,Raio de Geist,Призрачный Заряд,Ráfaga geist
Gibbering Fiend,"Gibbering Fiend	{1}{R}
Creature — Devil
When this creature enters, it deals 1 damage to each opponent.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, this creature deals 1 damage to that player.
2/1
",https://scryfall.com/card/iko/179/gibbering-fiend,https://cards.scryfall.io/large/front/5/1/5113c437-3276-4591-b95e-c2afb9d6329a.jpg?1576384771,急叫邪鬼,急叫邪鬼,Fielleux ricanant,Geifernder Unhold,Immondo Farfugliante,つぶやく悪鬼,횡설수설하는 마귀,Diabo Murmurante,Бормочущий Демон,Demonio farfullador
Goldnight Castigator,"Goldnight Castigator	{2}{R}{R}
Creature — Angel
Flying, haste
If a source would deal damage to you, it deals double that damage to you instead.
If a source would deal damage to this creature, it deals double that damage to this creature instead.
4/9
",https://scryfall.com/card/iko/180/goldnight-castigator,https://cards.scryfall.io/large/front/c/a/ca3d3c9a-d41b-4743-87a6-68d116460fe2.jpg?1576384777,金夜惩恶使,金夜懲惡使,Châtieuse d'Ornuit,Goldnacht-Züchtigerin,Punitrice della Notte Dorata,黄金夜の懲罰者,황금야 징벌자,Castigadora Noite Dourada,Палач Золотой Ночи,Castigadora de la Noche Dorada
Harness the Storm,"Harness the Storm	{2}{R}
Enchantment
Whenever you cast an instant or sorcery spell from your hand, you may cast target card with the same name as that spell from your graveyard. (You still pay its costs.)

",https://scryfall.com/card/iko/181/harness-the-storm,https://cards.scryfall.io/large/front/5/2/5294d359-c599-40ed-9e06-2a3cc8624d6a.jpg?1576384783,掌驭风暴,掌馭風暴,Maîtriser la tempête,Gezügelter Sturm,Imbrigliare la Tempesta,嵐の活用,폭풍우 소환,Comandar a Tempestade,Укрощение Бури,Domeñar la tormenta
Howlpack Wolf,"Howlpack Wolf	{2}{R}
Creature — Wolf
This creature can't block unless you control another Wolf or Werewolf.
3/3
",https://scryfall.com/card/iko/182/howlpack-wolf,https://cards.scryfall.io/large/front/e/7/e7379689-8e4f-4c23-9276-3510f70ba7ff.jpg?1576384790,嚎群狼,嚎群狼,Loup de la hurlemeute,Heulerrudel-Wolf,Lupo dell'Ulubranco,吠え群れの狼,표효떼 늑대,Lobo da Alcateia Uivante,Волк из Воющей Стаи,Lobo de la jauría aullante
Hulking Devil,"Hulking Devil	{3}{R}
Creature — Devil

5/2
",https://scryfall.com/card/iko/183/hulking-devil,https://cards.scryfall.io/large/front/0/3/031ecfc4-cc84-4f74-8eb1-3eaa234d8093.jpg?1576384796,巨身魔鬼,巨身魔鬼,Diable lourdaud,Grobschlächtiger Teufel,Diavolo Massiccio,巨体の悪魔,거대한 악령,Diabo Brutamontes,Громадный Дьявол,Diablo corpulento
Incorrigible Youths,"Incorrigible Youths	{3}{R}{R}
Creature — Vampire
Haste (This creature can attack and {T} as soon as it comes under your control.)
Madness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
4/3
",https://scryfall.com/card/iko/184/incorrigible-youths,https://cards.scryfall.io/large/front/4/e/4e826571-6f00-4b40-975b-d51b2b17b4a4.jpg?1576384803,无度青年,無度青年,Jeunes incorrigibles,Unverbesserliche Halbwüchsige,Giovani Incorreggibili,手に負えない若輩,구제 불능 아이들,Jovens Incorrigíveis,Неисправимая Молодежь,Jóvenes incorregibles
Inner Struggle,"Inner Struggle	{3}{R}
Instant
Target creature deals damage to itself equal to its power.

",https://scryfall.com/card/iko/185/inner-struggle,https://cards.scryfall.io/large/front/b/4/b43be50a-8624-46f6-860a-39ffbfbdaa6a.jpg?1576384809,内心挣扎,內心掙扎,Lutte intérieure,Innere Zerrissenheit,Conflitto Interiore,内面の葛藤,내면의 투쟁,Conflito Interno,Внутренняя Борьба,Lucha interna
Insolent Neonate,"Insolent Neonate	{R}
Creature — Vampire
Menace (This creature can't be blocked except by two or more creatures.)
Discard a card, Sacrifice this creature: Draw a card.
1/1
",https://scryfall.com/card/iko/186/insolent-neonate,https://cards.scryfall.io/large/front/8/1/813104f6-e6e4-4709-8626-12fe4262a11f.jpg?1576384817,无礼稚儿,無禮稚兒,Nouveau-né insolent,Anmaßender Neugeborener,Neonato Insolente,傲慢な新生子,오만한 신생흡혈귀,Neófito Insolente,Надменный Новообращенный,Neonato insolente
Kessig Forgemaster // Flameheart Werewolf,"Kessig Forgemaster // Flameheart Werewolf	{1}{R}
Creature — Human Shaman Werewolf
Whenever this creature blocks or becomes blocked by a creature, this creature deals 1 damage to that creature.
At the beginning of each upkeep, if no spells were cast last turn, transform this creature.
2/1
",https://scryfall.com/card/iko/187/kessig-forgemaster--flameheart-werewolf,https://cards.scryfall.io/large/front/3/3/33e542ce-1106-489d-9563-bd62886b8ed3.jpg?1576384830,凯锡革铸铁师 // 焰心狼人,凱錫革鑄鐵師 // 焰心狼人,Maître-forgeron de Kessig // Loup-garou au cœur de flammes,Kessig-Schmiedemeisterin // Flammenherz-Werwölfin,Maestra Forgiatrice di Kessig // Mannara Cuore di Fiamma,ケッシグの鍛冶場主 // 炎心の人狼,케시그 대장간지기 // 화염심장 늑대인간,Mestre de Forja de Kessig // Lobisomem Flamicárdio,Кессигская Хозяйка Кузни // Вервольф Огненного Сердца,Maestra de fragua de Kessig // Licántropa entrañafulgor
Kessig Forgemaster // Flameheart Werewolf,"Kessig Forgemaster // Flameheart Werewolf	
Creature — Werewolf
Whenever this creature blocks or becomes blocked by a creature, this creature deals 2 damage to that creature.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform this creature.
3/2
",https://scryfall.com/card/iko/188/kessig-forgemaster--flameheart-werewolf,https://cards.scryfall.io/large/front/3/3/33e542ce-1106-489d-9563-bd62886b8ed3.jpg?1576384830,凯锡革铸铁师 // 焰心狼人,凱錫革鑄鐵師 // 焰心狼人,Maître-forgeron de Kessig // Loup-garou au cœur de flammes,Kessig-Schmiedemeisterin // Flammenherz-Werwölfin,Maestra Forgiatrice di Kessig // Mannara Cuore di Fiamma,ケッシグの鍛冶場主 // 炎心の人狼,케시그 대장간지기 // 화염심장 늑대인간,Mestre de Forja de Kessig // Lobisomem Flamicárdio,Кессигская Хозяйка Кузни // Вервольф Огненного Сердца,Maestra de fragua de Kessig // Licántropa entrañafulgor
Lightning Axe,"Lightning Axe	{R}
Instant
As an additional cost to cast this spell, discard a card or pay {5}.
Lightning Axe deals 5 damage to target creature.

",https://scryfall.com/card/iko/189/lightning-axe,https://cards.scryfall.io/large/front/9/0/90911c79-24c3-4566-b72c-02ccde083f1b.jpg?1736473361,闪电斧,閃電斧,Hache d'éclairs,Blitzaxt,Ascia Folgorante,稲妻の斧,번개 도끼,Machado Relampejante,Топор Молний,Hacha de relámpagos
Mad Prophet,"Mad Prophet	{3}{R}
Creature — Human Shaman
Haste
{T}, Discard a card: Draw a card.
2/2
",https://scryfall.com/card/iko/190/mad-prophet,https://cards.scryfall.io/large/front/8/9/89a62145-8dad-4385-9c6d-8cf8bfdad681.jpg?1547517306,疯狂先知,瘋狂先知,Prophète fou,Wahnsinniger Prophet,Profeta Delirante,狂気の預言者,미친 예언자,Profeta Louco,Безумный Пророк,Profeta demente
Magmatic Chasm,"Magmatic Chasm	{1}{R}
Sorcery
Creatures without flying can't block this turn.

",https://scryfall.com/card/iko/191/magmatic-chasm,https://cards.scryfall.io/large/front/d/4/d4d5de8b-0286-4fca-86fd-e983a91f4a8c.jpg?1576384847,岩浆裂谷,岩漿裂谷,Gorge magmatique,Magmaschneise,Baratro di Magma,溶岩の地割れ,마그마 협곡,Rifte Magmático,Магмовая Расселина,Separar el magma
Malevolent Whispers,"Malevolent Whispers	{3}{R}
Sorcery
Gain control of target creature until end of turn. Untap that creature. It gets +2/+0 and gains haste until end of turn.
Madness {3}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/192/malevolent-whispers,https://cards.scryfall.io/large/front/b/4/b4b0da4b-88b0-4f9a-b16f-3ad383493d1f.jpg?1568004451,恶毒低语,惡毒低語,Chuchotements maléfiques,Übelwollendes Flüstern,Sussurri Malevoli,邪悪な囁き,악의에 찬 속삭임,Sussurros Maldosos,Злобный Шепот,Susurros malevolentes
Pyre Hound,"Pyre Hound	{3}{R}
Creature — Elemental Dog
Trample
Whenever you cast an instant or sorcery spell, put a +1/+1 counter on this creature.
2/3
",https://scryfall.com/card/iko/193/pyre-hound,https://cards.scryfall.io/large/front/c/d/cd970484-49b3-442a-806a-cabc56526ee1.jpg?1562441175,葬火猎犬,葬火獵犬,Chien du bûcher,Feuerbrandhund,Segugio della Pira,火の猟犬,화염 사냥개,Sabujo Pírico,Пламенный Пес,Dogo incendiario
Ravenous Bloodseeker,"Ravenous Bloodseeker	{1}{R}
Creature — Vampire Berserker
Discard a card: This creature gets +2/-2 until end of turn.
1/3
",https://scryfall.com/card/iko/194/ravenous-bloodseeker,https://cards.scryfall.io/large/front/c/c/cc4d04bc-6263-43b0-9b01-894a532cd3ed.jpg?1576384867,贪婪觅血客,貪婪覓血客,Cherchesang vorace,Gieriger Blutsucher,Cercasangue Vorace,貪欲な求血者,탐욕스러운 피추적자,Caçador de Sangue Voraz,Ненасытный Искатель Крови,Buscasangre voraz
Reduce to Ashes,"Reduce to Ashes	{4}{R}
Sorcery
Reduce to Ashes deals 5 damage to target creature. If that creature would die this turn, exile it instead.

",https://scryfall.com/card/iko/195/reduce-to-ashes,https://cards.scryfall.io/large/front/3/e/3e2a218b-2d22-4ffa-860c-27f461480fcd.jpg?1706239978,烧成灰烬,燒成灰燼,Réduire en cendres,Einäschern,Ridurre in Cenere,灰と化す,완전 전소,Reduzir a Cinzas,Превращение в Прах,Reducir a cenizas
Rush of Adrenaline,"Rush of Adrenaline	{R}
Instant
Target creature gets +2/+1 and gains trample until end of turn.

",https://scryfall.com/card/iko/196/rush-of-adrenaline,https://cards.scryfall.io/large/front/d/0/d0def54b-9f0a-4ab1-9df9-25506a06350c.jpg?1576384878,应激冲动,應激衝動,Afflux d'adrénaline,Adrenalinschub,Ondata di Adrenalina,アドレナリン作用,아드레날린 분출,Ímpeto de Adrenalina,Приток Адреналина,Torrente de adrenalina
Sanguinary Mage,"Sanguinary Mage	{1}{R}
Creature — Vampire Wizard
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
1/3
",https://scryfall.com/card/iko/197/sanguinary-mage,https://cards.scryfall.io/large/front/a/c/ace86fac-769c-4440-9a40-318d7172555b.jpg?1576384883,鲜血法师,鮮血法師,Mage sanguinaire,Blutrünstige Magierin,Maga Sanguinaria,苛虐な魔道士,피에 굶주린 마도사,Maga Sanguinária,Кровожадная Колдунья,Maga sanguinaria
Scourge Wolf,"Scourge Wolf	{R}{R}
Creature — Wolf Horror
First strike
Delirium — This creature has double strike as long as there are four or more card types among cards in your graveyard.
2/2
",https://scryfall.com/card/iko/198/scourge-wolf,https://cards.scryfall.io/large/front/0/7/072f47ad-3055-4bd2-b7fd-cfbd22720d58.jpg?1576384889,祸害狼,禍害狼,Loup du fléau,Geißelwolf,Lupo della Piaga,災いの狼,재앙의 늑대,Lobo do Flagelo,Беспощадный Волк,Lobo azote
Senseless Rage,"Senseless Rage	{1}{R}
Enchantment — Aura
Enchant creature
Enchanted creature gets +2/+2.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/199/senseless-rage,https://cards.scryfall.io/large/front/9/c/9c779cb6-3454-4d5a-85a1-bea5cf8005b1.jpg?1576384895,无名怒火,無名怒火,Rage insensée,Sinnlose Raserei,Furore Insensato,無差別な怒り,의식 없는 분노,Fúria Sem Sentido,Бессмысленная Ярость,Ira insensata
Sin Prodder,"Sin Prodder	{2}{R}
Creature — Devil
Menace
At the beginning of your upkeep, reveal the top card of your library. Any opponent may have you put that card into your graveyard. If a player does, this creature deals damage to that player equal to that card's mana value. Otherwise, put that card into your hand.
3/2
",https://scryfall.com/card/iko/200/sin-prodder,https://cards.scryfall.io/large/front/d/b/db89172e-0542-4858-9e65-38b1bac8cdeb.jpg?1601078601,纵恶魔鬼,縱惡魔鬼,Incitateur de péchés,Sünden-Anstachler,Pungolatore di Peccati,罪を誘うもの,사악한 포식자,Alfinetador de Pecados,Греховный Подстрекатель,Incitador al pecado
Skin Invasion // Skin Shedder,"Skin Invasion // Skin Shedder	{R}
Enchantment — Aura
Enchant creature
Enchanted creature attacks each combat if able.
When enchanted creature dies, return this card to the battlefield transformed under your control.

",https://scryfall.com/card/iko/201/skin-invasion--skin-shedder,https://cards.scryfall.io/large/front/c/0/c0243401-e3ae-41c6-a3a0-9cd4b330c200.jpg?1576384912,皮肤入侵 // 蜕皮妖,皮膚入侵 // 蛻皮妖,Invasion cutanée // Délesteur de peau,Monströse Hautirritation // Monströser Dermasit,Invasione Cutanea // Mutascorza,皮膚への侵入 // 皮膚から抜け出たもの,피부 침투 // 껍질 탈피자,Invasão da Pele // Troca-peles,Проникновение под Кожу // Вылинявший,Invasión dérmica // Mudapiel
Skin Invasion // Skin Shedder,"Skin Invasion // Skin Shedder	
Creature — Insect Horror

3/4
",https://scryfall.com/card/iko/202/skin-invasion--skin-shedder,https://cards.scryfall.io/large/front/c/0/c0243401-e3ae-41c6-a3a0-9cd4b330c200.jpg?1576384912,皮肤入侵 // 蜕皮妖,皮膚入侵 // 蛻皮妖,Invasion cutanée // Délesteur de peau,Monströse Hautirritation // Monströser Dermasit,Invasione Cutanea // Mutascorza,皮膚への侵入 // 皮膚から抜け出たもの,피부 침투 // 껍질 탈피자,Invasão da Pele // Troca-peles,Проникновение под Кожу // Вылинявший,Invasión dérmica // Mudapiel
Spiteful Motives,"Spiteful Motives	{3}{R}
Enchantment — Aura
Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +3/+0 and has first strike.

",https://scryfall.com/card/iko/203/spiteful-motives,https://cards.scryfall.io/large/front/5/9/592d7349-d066-49b0-9920-c1ec1595e00d.jpg?1576384918,怨毒动机,怨毒動機,Motivations de dépit,Boshafte Beweggründe,Moventi Astiosi,悪意ある動機,악한 동기,Motivação Malévola,Жестокие Мотивы,Motivos malévolos
Stensia Masquerade,"Stensia Masquerade	{2}{R}
Enchantment
Attacking creatures you control have first strike.
Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it.
Madness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/204/stensia-masquerade,https://cards.scryfall.io/large/front/f/a/faaf031f-2c77-4248-8a29-f47e64773cfd.jpg?1736468223,史顿襄舞会,史頓襄舞會,Mascarade stensienne,Maskenspiel in Stenzen,Ballo in Maschera di Stensia,ステンシア仮面舞踏会,스텐시아 가장무도회,Baile de Máscaras de Stensia,Маскарад в Стенсии,Mascarada de Stensia
