name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Returned Centaur,"Returned Centaur	{3}{B}
Creature — Zombie Centaur
When this creature enters, target player mills four cards.
2/4
",https://scryfall.com/card/ths/103/returned-centaur,https://cards.scryfall.io/large/front/1/0/103b369c-da58-40e7-98aa-5a5471434bca.jpg?1562007496,转世半人马,轉世半人馬,Centaure reparu,Wiedergekehrter Zentaur,Centauro Risvegliato,蘇りしケンタウルス,되살아난 켄타우로스,Centauro Ressurgido,Возвращенный Кентавр,Centauro resurgido
Returned Phalanx,"Returned Phalanx	{1}{B}
Creature — Zombie Soldier
Defender
{1}{U}: This creature can attack this turn as though it didn't have defender.
3/3
",https://scryfall.com/card/ths/104/returned-phalanx,https://cards.scryfall.io/large/front/a/e/aeaa1dc6-b2e7-457b-9ad4-d024f21e8888.jpg?1562439738,转世方阵兵团,轉世方陣兵團,Phalange reparue,Phalanx der Wiedergekehrten,Falange di Risvegliati,蘇りし者の密集軍,되살아난 팔랑크스,Falange Ressurgida,Возвращенная Фаланга,Falange resurgida
Scourgemark,"Scourgemark	{1}{B}
Enchantment — Aura
Enchant creature
When this Aura enters, draw a card.
Enchanted creature gets +1/+0.

",https://scryfall.com/card/ths/105/scourgemark,https://cards.scryfall.io/large/front/e/d/ed36a150-a686-4fa6-8364-8be262ad7d98.jpg?1562836723,天谴印记,天譴印記,Marque du fléau,Mal der Geißel,Marchio del Flagello,災いの印,재앙의 표식,Marca do Flagelo,Знак Плети,Marca del azote
Sip of Hemlock,"Sip of Hemlock	{4}{B}{B}
Sorcery
Destroy target creature. Its controller loses 2 life.

",https://scryfall.com/card/ths/106/sip-of-hemlock,https://cards.scryfall.io/large/front/2/2/22051427-9b2a-4571-8c9f-ee84d8d0e4d1.jpg?1562815635,啜饮剧毒,啜飲劇毒,Gorgée de ciguë,Schluck aus dem Schierlingsbecher,Sorso di Cicuta,一口の草毒,한 모금의 독,Gole de Cicuta,Глоток Цикуты,Sorbo de cicuta
Thoughtseize,"Thoughtseize	{B}
Sorcery
Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.

",https://scryfall.com/card/ths/107/thoughtseize,https://cards.scryfall.io/large/front/b/2/b281a308-ab6b-47b6-bec7-632c9aaecede.jpg?1599706001,攫取思绪,攫取思緒,Saisie des pensées,Gedankenergreifung,Rubapensieri,思考囲い,지식의 강탈,Capturar Pensamento,Уловить Мысль,Confiscar pensamientos
Tormented Hero,"Tormented Hero	{B}
Creature — Human Warrior
This creature enters tapped.
Heroic — Whenever you cast a spell that targets this creature, each opponent loses 1 life. You gain life equal to the life lost this way.
2/1
",https://scryfall.com/card/ths/108/tormented-hero,https://cards.scryfall.io/large/front/c/1/c101cf1b-cedf-4b74-9e3c-35f9a8695a8f.jpg?1562829062,落难英雄,落難英雄,Héros tourmenté,Gepeinigter Held,Eroe Tormentato,苛まれし英雄,괴로워하는 영웅,Herói Atormentado,Измученный Герой,Héroe atormentado
Viper's Kiss,"Viper's Kiss	{B}
Enchantment — Aura
Enchant creature
Enchanted creature gets -1/-1, and its activated abilities can't be activated.

",https://scryfall.com/card/ths/109/vipers-kiss,https://cards.scryfall.io/large/front/0/9/0906ebfc-4756-4caf-83ff-859e181f3bef.jpg?1562814410,毒蛇之吻,毒蛇之吻,Baiser de la vipère,Kuss der Viper,Bacio della Vipera,毒蛇座の口づけ,독사의 입맞춤,Beijo da Víbora,Поцелуй Гадюки,Beso viperino
Whip of Erebos,"Whip of Erebos	{2}{B}{B}
Legendary Enchantment Artifact
Creatures you control have lifelink.
{2}{B}{B}, {T}: Return target creature card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step. If it would leave the battlefield, exile it instead of putting it anywhere else. Activate only as a sorcery.

",https://scryfall.com/card/ths/110/whip-of-erebos,https://cards.scryfall.io/large/front/b/7/b738612f-4e78-4b19-9392-6c074956d6e4.jpg?1726284925,厄睿柏斯的神鞭,厄睿柏斯的神鞭,Fouet d'Érébos,Peitsche des Erebos,Frusta di Erebos,エレボスの鞭,에레보스의 채찍,Chicote de Érebo,Кнут Эреба,Látigo de Erebos
Akroan Crusader,"Akroan Crusader	{R}
Creature — Human Soldier
Heroic — Whenever you cast a spell that targets this creature, create a 1/1 red Soldier creature token with haste. (It can attack and {T} as soon as it comes under your control.)
1/1
",https://scryfall.com/card/ths/111/akroan-crusader,https://cards.scryfall.io/large/front/7/3/73d295ac-3c83-47db-a324-aa4907bcefdd.jpg?1547517140,阿喀洛斯圣战军,阿喀洛斯聖戰軍,Croisé akroen,Akroischer Schwertkämpfer,Crociato di Akros,アクロスの十字軍,아크로스 성전사,Cruzado Acrosano,Акросский Крестоносец,Cruzado akroniense
Anger of the Gods,"Anger of the Gods	{1}{R}{R}
Sorcery
Anger of the Gods deals 3 damage to each creature. If a creature dealt damage this way would die this turn, exile it instead.

",https://scryfall.com/card/ths/112/anger-of-the-gods,https://cards.scryfall.io/large/front/f/9/f92088c2-74c2-4e63-8a54-83d39f9d6ad6.jpg?1673147734,众神之怒,眾神之怒,Fureur des dieux,Groll der Götter,Collera degli Dei,神々の憤怒,신들의 진노,Fúria dos Deuses,Гнев Богов,Cólera de los dioses
Arena Athlete,"Arena Athlete	{1}{R}
Creature — Human
Heroic — Whenever you cast a spell that targets this creature, target creature an opponent controls can't block this turn.
2/1
",https://scryfall.com/card/ths/113/arena-athlete,https://cards.scryfall.io/large/front/b/a/bacc2881-26b8-4199-9b7d-e12c75effe6e.jpg?1547517169,竞技选手,競技選手,Athlète de l'arène,Athlet der Arena,Atleta dell'Arena,闘技場の競技者,투기장 선수,Atleta da Arena,Атлет Арены,Atleta de la arena
Borderland Minotaur,"Borderland Minotaur	{2}{R}{R}
Creature — Minotaur Warrior

4/3
",https://scryfall.com/card/ths/114/borderland-minotaur,https://cards.scryfall.io/large/front/8/b/8b8c80ea-7b29-4335-ba7b-3e51a5a104a9.jpg?1601077376,边境牛头怪,邊境牛頭怪,Minotaure des frontières,Grenzland-Minotaurus,Minotauro delle Terre di Confine,国境地帯のミノタウルス,접경지대 미노타우로스,Minotauro da Fronteira,Минотавр Пограничья,Minotauro fronterizo
Boulderfall,"Boulderfall	{6}{R}{R}
Instant
Boulderfall deals 5 damage divided as you choose among any number of targets.

",https://scryfall.com/card/ths/115/boulderfall,https://cards.scryfall.io/large/front/6/6/66470bac-cce0-4e79-82f9-9fb77aa950eb.jpg?1562819218,巨石坠落,巨石墜落,Chute de rochers,Felssturz,Caduta di Macigni,落岩,낙석,Queda-de-pedra,Обвал,Desprendimiento de rocas
Coordinated Assault,"Coordinated Assault	{R}
Instant
Up to two target creatures each get +1/+0 and gain first strike until end of turn. (They deal combat damage before creatures without first strike.)

",https://scryfall.com/card/ths/116/coordinated-assault,https://cards.scryfall.io/large/front/e/1/e1741b97-b75f-49a3-a930-e0eefda9d5be.jpg?1706239930,协同突击,協同突擊,Assaut concerté,Koordinierter Angriff,Assalto Coordinato,統率の取れた突撃,연합 공격,Assalto Coordenado,Согласованная Атака,Asalto coordinado
Deathbellow Raider,"Deathbellow Raider	{1}{R}
Creature — Minotaur Berserker
This creature attacks each combat if able.
{2}{B}: Regenerate this creature.
2/3
",https://scryfall.com/card/ths/117/deathbellow-raider,https://cards.scryfall.io/large/front/b/2/b29fc64e-297e-4e10-8f4e-289dc1c3ebfd.jpg?1562825822,亡啸谷突击兵,亡嘯谷突擊兵,Pillard beuglemort,Todessenken-Plünderer,Razziatore del Muggito di Morte,死呻きの略奪者,살기어린 함성의 약탈자,Salteador do Urro Mortal,Налетчик из Глотки Смерти,Incursor rugidomortal
Demolish,"Demolish	{3}{R}
Sorcery
Destroy target artifact or land.

",https://scryfall.com/card/ths/118/demolish,https://cards.scryfall.io/large/front/3/a/3abaf8fe-5fab-442c-b219-45137f9ae112.jpg?1702429498,毁坏,毀壞,Démolition,Demolieren,Frantumare,破砕,철거,Demolir,Разрушение,Demoler
Dragon Mantle,"Dragon Mantle	{R}
Enchantment — Aura
Enchant creature
When this Aura enters, draw a card.
Enchanted creature has ""{R}: This creature gets +1/+0 until end of turn.""

",https://scryfall.com/card/ths/119/dragon-mantle,https://cards.scryfall.io/large/front/c/a/ca32fd66-f7f1-4e50-817f-bb259f690f00.jpg?1608910171,龙披风,龍披風,Manteau de dragon,Drachenumhang,Mantello del Drago,ドラゴンのマントル,용가죽 망토,Manto de Dragão,Плащ Дракона,Manto de dragón
Ember Swallower,"Ember Swallower	{2}{R}{R}
Creature — Elemental
{5}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, each player sacrifices three lands of their choice.
4/5
",https://scryfall.com/card/ths/120/ember-swallower,https://cards.scryfall.io/large/front/e/2/e2715851-9def-42a0-bed4-0923e599e19a.jpg?1562835018,吞烬怪,吞燼怪,Briffaud de braises,Glutverschlinger,Divoratore di Braci,燃えさし呑み,잔화를 삼키는 정령,Engolidor de Brasas,Пожиратель Углей,Devorador de brasa
Fanatic of Mogis,"Fanatic of Mogis	{3}{R}
Creature — Minotaur Shaman
When this creature enters, it deals damage to each opponent equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)
4/2
",https://scryfall.com/card/ths/121/fanatic-of-mogis,https://cards.scryfall.io/large/front/5/8/581eaadb-442b-40c9-b8f9-9e19d5eba824.jpg?1562818407,墨癸斯的狂信徒,墨癸斯的狂信徒,Fanatique de Mogis,Mogis-Fanatiker,Fanatico di Mogis,モーギスの狂信者,모기스 광신도,Fanático de Mogis,Фанатик Могия,Fanático de Mogis
Firedrinker Satyr,"Firedrinker Satyr	{R}
Creature — Satyr Shaman
Whenever this creature is dealt damage, it deals that much damage to you.
{1}{R}: This creature gets +1/+0 until end of turn and deals 1 damage to you.
2/1
",https://scryfall.com/card/ths/122/firedrinker-satyr,https://cards.scryfall.io/large/front/6/8/683eaf5a-2f43-477f-b212-70ca5fe04f13.jpg?1562819273,饮火羊蹄人,飲火羊蹄人,Satyre buveur de feu,Flammenschlürfender Satyr,Satiro Ebbro di Fuoco,火飲みのサテュロス,불을 마시는 사티로스,Sátiro Bebe-fogo,Сатир-Огнеглотатель,Sátiro bebefuego
Flamespeaker Adept,"Flamespeaker Adept	{2}{R}
Creature — Human Shaman
Whenever you scry, this creature gets +2/+0 and gains first strike until end of turn.
2/3
",https://scryfall.com/card/ths/123/flamespeaker-adept,https://cards.scryfall.io/large/front/b/8/b84b90b6-71e2-429e-9853-50bcbd6538db.jpg?1562827268,焰语专家,焰語專家,Oratrice de feu experte,Kundige Flammenseherin,Esperta Oratrice delle Fiamme,炎語りの達人,화염의 예언자,Adepto Flamividente,Огнеречивый Адепт,Perita de las llamas
Hammer of Purphoros,"Hammer of Purphoros	{1}{R}{R}
Legendary Enchantment Artifact
Creatures you control have haste.
{2}{R}, {T}, Sacrifice a land: Create a 3/3 colorless Golem enchantment artifact creature token.

",https://scryfall.com/card/ths/124/hammer-of-purphoros,https://cards.scryfall.io/large/front/9/0/900de725-741b-4b25-8e40-78ed7575a83f.jpg?1752944735,普罗烽斯的神锤,普羅烽斯的神錘,Marteau de Purphoros,Hammer des Purphoros,Martello di Purforos,パーフォロスの槌,퍼포로스의 망치,Martelo de Púrforo,Молот Пирфора,Martillo de Purforos
Ill-Tempered Cyclops,"Ill-Tempered Cyclops	{3}{R}
Creature — Cyclops
Trample
{5}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
3/3
",https://scryfall.com/card/ths/125/ill-tempered-cyclops,https://cards.scryfall.io/large/front/7/5/7590def9-1b7d-4dae-845b-d544752360eb.jpg?1576382905,暴躁独眼巨人,暴躁獨眼巨人,Cyclope irascible,Übellauniger Zyklop,Ciclope Irascibile,不機嫌なサイクロプス,고약한 키클롭스,Ciclope Temperamental,Вспыльчивый Циклоп,Cíclope malhumorado
Labyrinth Champion,"Labyrinth Champion	{3}{R}
Creature — Human Warrior
Heroic — Whenever you cast a spell that targets this creature, this creature deals 2 damage to any target.
2/2
",https://scryfall.com/card/ths/126/labyrinth-champion,https://cards.scryfall.io/large/front/7/e/7ee955ad-6eed-4d5a-bcda-94339f155555.jpg?1673147837,迷宫斗士,迷宮鬥士,Champion du labyrinthe,Champion des Labyrinths,Campione del Dedalo,迷宮の勇者,미로의 용사,Campeão do Labirinto,Поборник Лабиринта,Campeón del laberinto
Lightning Strike,"Lightning Strike	{1}{R}
Instant
Lightning Strike deals 3 damage to any target.

",https://scryfall.com/card/ths/127/lightning-strike,https://cards.scryfall.io/large/front/8/8/88b13bc0-da54-4c3b-917c-7c8345a329f5.jpg?1780919889,闪电炼击,閃電煉擊,Frappe foudroyante,Blitzeinschlag,Colpo di Fulmine,稲妻の一撃,번개 강타,Golpe Relampejante,Удар Грома,Descarga de rayos
Magma Jet,"Magma Jet	{1}{R}
Instant
Magma Jet deals 2 damage to any target. Scry 2.

",https://scryfall.com/card/ths/128/magma-jet,https://cards.scryfall.io/large/front/2/9/2975ce11-589a-4da8-a016-854bbaeb869c.jpg?1601078335,岩浆飞射,岩漿飛射,Jet de magma,Magmastrahl,Esplosione di Magma,マグマの噴流,용암 점화,Jato de Magma,Струя Магмы,Brote de magma
Messenger's Speed,"Messenger's Speed	{R}
Enchantment — Aura
Enchant creature
Enchanted creature has trample and haste.

",https://scryfall.com/card/ths/129/messengers-speed,https://cards.scryfall.io/large/front/9/3/93d7f033-217f-4fb3-a57b-e32291257ec8.jpg?1562821572,信使飞速,信使飛速,Vitesse du messager,Eifer des Boten,Velocità del Messaggero,伝書使の素早さ,전령의 신속,Velocidade de Mensageiro,Стремительность Гонца,Velocidad de mensajero
Minotaur Skullcleaver,"Minotaur Skullcleaver	{2}{R}
Creature — Minotaur Berserker
Haste
When this creature enters, it gets +2/+0 until end of turn.
2/2
",https://scryfall.com/card/ths/130/minotaur-skullcleaver,https://cards.scryfall.io/large/front/b/6/b6fef9f8-ff3e-4a3f-a3ff-4534ff0c3946.jpg?1601078382,剖颅牛头怪,剖顱牛頭怪,Minotaure brisecrâne,Schädelspalter-Minotaurus,Minotauro Fendicranio,ミノタウルスの頭蓋断ち,해골을 가르는 미노타우로스,Minotauro Rompe-crânios,Минотавр-Череполом,Minotauro destrozacráneos
Ordeal of Purphoros,"Ordeal of Purphoros	{1}{R}
Enchantment — Aura
Enchant creature
Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice this Aura.
When you sacrifice this Aura, it deals 3 damage to any target.

",https://scryfall.com/card/ths/131/ordeal-of-purphoros,https://cards.scryfall.io/large/front/e/f/efb74ccc-5ae5-4437-a0b4-c621ab4c2257.jpg?1562837203,普罗烽斯的试炼,普羅烽斯的試煉,Épreuve de Purphoros,Prüfung des Purphoros,Ordalia di Purforos,パーフォロスの試練,퍼포로스의 시련,Provação de Púrforo,Испытание Пирфора,Ordalía de Purforos
Peak Eruption,"Peak Eruption	{2}{R}
Sorcery
Destroy target Mountain. Peak Eruption deals 3 damage to that land's controller.

",https://scryfall.com/card/ths/132/peak-eruption,https://cards.scryfall.io/large/front/e/d/ed0a00f7-aee0-4ab2-bab6-bc0949176a7a.jpg?1562836713,岩峰爆发,岩峰爆發,Éruption montagneuse,Gipfeleruption,Eruzione del Picco,峰の噴火,분출하는 봉우리,Erupção do Pico,Горное Извержение,Erupción de la cima
Portent of Betrayal,"Portent of Betrayal	{3}{R}
Sorcery
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/133/portent-of-betrayal,https://cards.scryfall.io/large/front/6/2/6288606e-182a-4260-bbe9-3f8f09c2f33c.jpg?1608910351,背叛征兆,背叛徵兆,Présage de trahison,Omen des Verrats,Presagio di Tradimento,裏切りの先触れ,배신의 징조,Presságio de Traição,Предвестие Предательства,Portento de la traición
Priest of Iroas,"Priest of Iroas	{R}
Creature — Human Cleric
{3}{W}, Sacrifice this creature: Destroy target enchantment.
1/1
",https://scryfall.com/card/ths/134/priest-of-iroas,https://cards.scryfall.io/large/front/0/1/013ec9f5-8bf3-4067-a942-d535d011af82.jpg?1562813978,伊洛安斯的僧侣,伊洛安斯的僧侶,Prêtresse d'Iroas,Priesterin des Iroas,Sacerdotessa di Iroas,イロアスの神官,이로아스의 사제,Sacerdote de Iroas,Жрица Ироя,Sacerdotisa de Iroas
"Purphoros, God of the Forge","Purphoros, God of the Forge	{3}{R}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to red is less than five, Purphoros isn't a creature.
Whenever another creature you control enters, Purphoros deals 2 damage to each opponent.
{2}{R}: Creatures you control get +1/+0 until end of turn.
6/5
",https://scryfall.com/card/ths/135/purphoros-god-of-the-forge,https://cards.scryfall.io/large/front/4/7/4736a2c4-c89c-48db-a104-6303e7e2eee8.jpg?1689998078,熔锻神普罗烽斯,熔鍛神普羅烽斯,"Purphoros, dieu des Forges","Purphoros, Gott der Schmiede","Purforos, Dio della Fucina",鍛冶の神、パーフォロス,대장간의 신 퍼포로스,"Púrforo, Deus da Forja","Пирфор, Бог Кузницы","Purforos, dios de la fragua"
Purphoros's Emissary,"Purphoros's Emissary	{3}{R}
Enchantment Creature — Ox
Bestow {6}{R} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Menace (This creature can't be blocked except by two or more creatures.)
Enchanted creature gets +3/+3 and has menace.
3/3
",https://scryfall.com/card/ths/136/purphoross-emissary,https://cards.scryfall.io/large/front/3/d/3dd318d3-3d84-4f3f-a48f-6a242474a4a2.jpg?1673147882,普罗烽斯的密使,普羅烽斯的密使,Émissaire de Purphoros,Gesandter des Purphoros,Emissario di Purforos,パーフォロスの使者,퍼포로스의 사절,Emissário de Púrforo,Посланник Пирфора,Emisario de Purforos
Rage of Purphoros,"Rage of Purphoros	{4}{R}
Sorcery
Rage of Purphoros deals 4 damage to target creature. It can't be regenerated this turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/137/rage-of-purphoros,https://cards.scryfall.io/large/front/1/e/1e249f31-cc67-4d0c-9db5-962d10cf74ca.jpg?1562815456,普罗烽斯之怒,普羅烽斯之怒,Rage de Purphoros,Zorn des Purphoros,Furia di Purforos,パーフォロスの激怒,퍼포로스의 분노,Ira de Púrforo,Ярость Пирфора,Ira de Purforos
Rageblood Shaman,"Rageblood Shaman	{1}{R}{R}
Creature — Minotaur Shaman
Trample
Other Minotaur creatures you control get +1/+1 and have trample.
2/3
",https://scryfall.com/card/ths/138/rageblood-shaman,https://cards.scryfall.io/large/front/5/6/568a31c0-799b-48b6-a91c-95d176b22670.jpg?1601078490,怒血祭师,怒血祭師,Shamane ragesang,Zornblütiger Schamane,Sciamano dal Sangue Rabbioso,怒血のシャーマン,분노한 피의 주술사,Xamã do Sangue Irado,Шаман Яростнокровных,Chamán furiasangrienta
Satyr Rambler,"Satyr Rambler	{1}{R}
Creature — Satyr
Trample
2/1
",https://scryfall.com/card/ths/139/satyr-rambler,https://cards.scryfall.io/large/front/f/a/fabccddd-c0ea-45a5-bebc-d8f858242a2a.jpg?1562839071,放浪羊蹄人,放浪羊蹄人,Satyre randonneur,Umherstreifender Satyr,Satiro Ramingo,サテュロスの散策者,떠돌이 사티로스,Sátiro Errante,Сатир-Бродяга,Excursionista sátiro
Spark Jolt,"Spark Jolt	{R}
Instant
Spark Jolt deals 1 damage to any target. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/140/spark-jolt,https://cards.scryfall.io/large/front/6/e/6ee479c2-a115-450b-bc2e-b03d23b82f2d.jpg?1562819617,火花溅射,火花濺射,Secousse d'étincelles,Funkenschlag,Scossa di Scintille,火花の衝撃,불똥 충격,Golpe da Centelha,Удар Искр,Chispazo
Spearpoint Oread,"Spearpoint Oread	{2}{R}
Enchantment Creature — Nymph
Bestow {5}{R} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
First strike
Enchanted creature gets +2/+2 and has first strike.
2/2
",https://scryfall.com/card/ths/141/spearpoint-oread,https://cards.scryfall.io/large/front/2/2/22d9d241-74b8-4b40-b4b7-b8584012d482.jpg?1562815684,岩尖山灵,岩尖山靈,Oréade fer-de-lance,Speerspitzen-Oreade,Oreade Punta di Lancia,槍先のオリアード,창끝 오레아드,Oréade Ponta de Lança,Ореада Наконечная,Oréade puntalanza
Stoneshock Giant,"Stoneshock Giant	{3}{R}{R}
Creature — Giant
{6}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, creatures without flying your opponents control can't block this turn.
5/4
",https://scryfall.com/card/ths/142/stoneshock-giant,https://cards.scryfall.io/large/front/f/f/ff560915-5687-452f-983a-887929b44b65.jpg?1562276940,撼岩巨人,撼岩巨人,Géant lithochoc,Steinschlag-Riese,Gigante Scuotipietre,石殴りの巨人,돌에서 튀어나온 거인,Gigante Petrochoque,Сотрясающий Скалы Гигант,Gigante sacudepiedras
Stormbreath Dragon,"Stormbreath Dragon	{3}{R}{R}
Creature — Dragon
Flying, haste, protection from white
{5}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, it deals damage to each opponent equal to the number of cards in that player's hand.
4/4
",https://scryfall.com/card/ths/143/stormbreath-dragon,https://cards.scryfall.io/large/front/3/6/3637d9b8-87bb-478d-bfb1-59ddab7b5e4c.jpg?1743206812,岚息巨龙,嵐息巨龍,Dragon au souffle de tempête,Sturmhauchdrache,Drago Soffio di Tempesta,嵐の息吹のドラゴン,폭풍숨결 용,Dragão Sopro de Tempestade,Громодышащий Дракон,Dragón aliento de tormenta
Titan of Eternal Fire,"Titan of Eternal Fire	{5}{R}
Creature — Giant
Each Human creature you control has ""{R}, {T}: This creature deals 1 damage to any target.""
5/6
",https://scryfall.com/card/ths/144/titan-of-eternal-fire,https://cards.scryfall.io/large/front/a/a/aa82067a-21af-4f2b-b5e6-9bf3c452d0a9.jpg?1591320731,恒火泰坦,恆火泰坦,Titan du feu éternel,Titan des ewigen Feuers,Titano del Fuoco Eterno,永遠の炎のタイタン,꺼지지 않는 불꽃의 거신,Titã do Fogo Eterno,Титан Неугасимого Огня,Titán del fuego eterno
Titan's Strength,"Titan's Strength	{R}
Instant
Target creature gets +3/+1 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/145/titans-strength,https://cards.scryfall.io/large/front/3/0/30f1bfbe-7cfd-4b11-be95-0df327a83c12.jpg?1673147938,泰坦之力,泰坦之力,Force de titan,Titanenstärke,Forza del Titano,タイタンの力,거신의 힘,Força de Titã,Сила Титана,Fuerza titánica
Two-Headed Cerberus,"Two-Headed Cerberus	{1}{R}{R}
Creature — Dog
Double strike (This creature deals both first-strike and regular combat damage.)
1/2
",https://scryfall.com/card/ths/146/two-headed-cerberus,https://cards.scryfall.io/large/front/f/8/f8d2f75c-ef2a-4d30-86d1-c47307fc47ac.jpg?1562838650,双头狱犬,雙頭獄犬,Cerbère bicéphale,Zweiköpfiger Zerberus,Cerbero a Due Teste,双頭のケルベロス,쌍두 켈베로스,Cérbero de Duas Cabeças,Двуглавый Цербер,Cerbero de dos cabezas
Wild Celebrants,"Wild Celebrants	{3}{R}{R}
Creature — Satyr
When this creature enters, you may destroy target artifact.
5/3
",https://scryfall.com/card/ths/147/wild-celebrants,https://cards.scryfall.io/large/front/6/b/6b9e72f4-0087-4a79-b9af-296c8b930a25.jpg?1608910510,蛮荒狂徒,蠻荒狂徒,Officiants sauvages,Ausschweifende Zelebranten,Celebranti Esaltati,野蛮な祝賀者,무례한 손님,Celebrantes Selvagens,Дикие Гуляки,Celebrantes salvajes
Agent of Horizons,"Agent of Horizons	{2}{G}
Creature — Human Rogue
{2}{U}: This creature can't be blocked this turn.
3/2
",https://scryfall.com/card/ths/148/agent-of-horizons,https://cards.scryfall.io/large/front/c/c/cc08576f-1d48-4db4-9bb9-e039f75c98b8.jpg?1562830988,地平线密探,地平線密探,Agent des horizons,Agent des Horizonts,Agente degli Orizzonti,彼方の工作員,지평선 요원,Agente dos Horizontes,Агент Горизонтов,Agente de los horizontes
"Anthousa, Setessan Hero","Anthousa, Setessan Hero	{3}{G}{G}
Legendary Creature — Human Warrior
Heroic — Whenever you cast a spell that targets Anthousa, up to three target lands you control each become 2/2 Warrior creatures until end of turn. They're still lands.
4/5
",https://scryfall.com/card/ths/149/anthousa-setessan-hero,https://cards.scryfall.io/large/front/c/a/ca89e4d4-185d-4a08-b7af-03f6eff38ba3.jpg?1562830902,瑟特萨英雄安陶莎,瑟特薩英雄安陶莎,"Anthousa, héroïne setessienne","Anthusa, Heldin von Setessa","Anthousa, Eroina di Setessa",セテッサの英雄、アンソーザ,세테사의 영웅 안투사,"Antousa, Heroína Setessana","Антуза, Героиня Сетессы","Anthousa, heroína setessana"
Arbor Colossus,"Arbor Colossus	{2}{G}{G}{G}
Creature — Giant
Reach
{3}{G}{G}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, destroy target creature with flying an opponent controls.
6/6
",https://scryfall.com/card/ths/150/arbor-colossus,https://cards.scryfall.io/large/front/8/7/87a12eac-c104-4a91-a9d3-ccc450d5114c.jpg?1562706684,乔木巨像,喬木巨像,Colosse arboricole,Laubwald-Koloss,Colosso degli Alberi,高木の巨人,수목 거상,Colosso do Arvoredo,Лесной Колосс,Coloso enramado
Artisan's Sorrow,"Artisan's Sorrow	{3}{G}
Instant
Destroy target artifact or enchantment. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)

",https://scryfall.com/card/ths/151/artisans-sorrow,https://cards.scryfall.io/large/front/b/4/b4f38f7e-2369-48c9-9121-4b13c29ea869.jpg?1562825947,工匠之哀,工匠之哀,Tristesse de l'artisan,Gram des Handwerkers,Disperazione dell'Artigiano,職工の悲しみ,장인의 슬픔,Pesar do Artesão,Печаль Мастера,Lamento del artesano
Boon Satyr,"Boon Satyr	{1}{G}{G}
Enchantment Creature — Satyr
Flash
Bestow {3}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +4/+2.
4/2
",https://scryfall.com/card/ths/152/boon-satyr,https://cards.scryfall.io/large/front/4/7/477a30f3-3cbe-42a5-9fae-fe5885a8cf25.jpg?1592710816,蒙恩羊蹄人,蒙恩羊蹄人,Satyre de faveur,Segenspendender Satyr,Satiro Infervorato,加護のサテュロス,힘을 주는 사티로스,Sátiro Abençoado,Сатир Благодеяний,Sátiro de las dádivas
Bow of Nylea,"Bow of Nylea	{1}{G}{G}
Legendary Enchantment Artifact
Attacking creatures you control have deathtouch.
{1}{G}, {T}: Choose one —
• Put a +1/+1 counter on target creature.
• Bow of Nylea deals 2 damage to target creature with flying.
• You gain 3 life.
• Put up to four target cards from your graveyard on the bottom of your library in any order.

",https://scryfall.com/card/ths/153/bow-of-nylea,https://cards.scryfall.io/large/front/8/9/89a2c408-e953-4386-abaf-4af85aba9620.jpg?1562821066,倪勒娅的神弓,倪勒婭的神弓,Arc de Nyléa,Bogen der Nylea,Arco di Nylea,ナイレアの弓,닐리아의 활,Arco de Niléia,Лук Нилеи,Arco de Nylea
