name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Mogis's Warhound,"Mogis's Warhound	{1}{R}
Enchantment Creature — Dog
Bestow {2}{R} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
This creature attacks each combat if able.
Enchanted creature gets +2/+2 and attacks each combat if able.
2/2
",https://scryfall.com/card/jou/104/mogiss-warhound,https://cards.scryfall.io/large/front/f/2/f2e73e06-d708-41dc-b20c-1f71651230e1.jpg?1593096042,墨癸斯的战猎犬,墨癸斯的戰獵犬,Chienne de guerre de Mogis,Kriegshündin des Mogis,Segugio da Guerra di Mogis,モーギスの軍用犬,모기스의 투견,Cão de Guerra de Mogis,Боевой Пес Могия,Sabueso de guerra de Mogis
Pensive Minotaur,"Pensive Minotaur	{2}{R}
Creature — Minotaur Warrior

2/3
",https://scryfall.com/card/jou/105/pensive-minotaur,https://cards.scryfall.io/large/front/9/0/902b462a-a552-42d4-91f0-bd33cd9cb719.jpg?1593860935,沉思牛头怪,沉思牛頭怪,Minotaure pensif,Nachdenklicher Minotaurus,Minotauro Meditabondo,悲しげなミノタウルス,고민하는 미노타우로스,Minotauro Pensativo,Задумчивый Минотавр,Minotauro pensativo
Prophetic Flamespeaker,"Prophetic Flamespeaker	{1}{R}{R}
Creature — Human Shaman
Double strike, trample
Whenever this creature deals combat damage to a player, exile the top card of your library. You may play it this turn.
1/3
",https://scryfall.com/card/jou/106/prophetic-flamespeaker,https://cards.scryfall.io/large/front/7/3/73326c79-f884-42d5-8546-3db46ce4fe52.jpg?1593096059,焰语预言师,焰語預言師,Orateur de feu prophétique,Prophetischer Flammenseher,Profeta Oratore delle Fiamme,予言の炎語り,예언하는 화염술사,Flamividente Profético,Огнеречивый Пророк,Portavoz ígneo profético
Riddle of Lightning,"Riddle of Lightning	{3}{R}{R}
Instant
Choose any target. Scry 3, then reveal the top card of your library. Riddle of Lightning deals damage equal to that card's mana value to that permanent or player.

",https://scryfall.com/card/jou/107/riddle-of-lightning,https://cards.scryfall.io/large/front/3/e/3e380151-abb6-457c-bac9-39f1a3744ed0.jpg?1619397446,闪电谜题,閃電謎題,Crible d'éclairs,Rätselhaftes Gewitter,Indovinello del Fulmine,稲妻の謎,번개의 수수께끼,Enigma do Relâmpago,Загадка Молнии,Acertijo de relámpago
Rollick of Abandon,"Rollick of Abandon	{3}{R}{R}
Sorcery
All creatures get +2/-2 until end of turn.

",https://scryfall.com/card/jou/108/rollick-of-abandon,https://cards.scryfall.io/large/front/3/f/3f1a80c4-8119-437d-bf5b-549c5679c90a.jpg?1593096073,荒弃嬉闹,荒棄嬉鬧,Ripaille de l'abandon,Gottloses Toben,Baccanale dell'Abbandono,奔放なる遊戯,방종의 날뜀,Folia do Abandono,Неудержимый Кутеж,Fiesta del abandono
Rouse the Mob,"Rouse the Mob	{R}
Instant
Strive — This spell costs {2}{R} more to cast for each target beyond the first.
Any number of target creatures each get +2/+0 and gain trample until end of turn.

",https://scryfall.com/card/jou/109/rouse-the-mob,https://cards.scryfall.io/large/front/6/4/64a07e7d-e203-4ecd-98bf-f8ef08c38d78.jpg?1593096082,煽动暴民,煽動暴民,Haranguer la foule,Die Meute anstacheln,Incitare la Folla,群衆の決起,군중 선동,Incitar a Turba,Поднять Толпу,Incitar a la turba
Satyr Hoplite,"Satyr Hoplite	{R}
Creature — Satyr Soldier
Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on this creature.
1/1
",https://scryfall.com/card/jou/110/satyr-hoplite,https://cards.scryfall.io/large/front/b/8/b8754d66-facb-432e-a6c2-91430a6dec94.jpg?1593096089,羊蹄人重装步兵,羊蹄人重裝步兵,Hoplite satyre,Satyr-Hoplitin,Satiro Oplita,サテュロスの重装歩兵,사티로스 중장보병,Hoplita Sátiro,Сатир-Гоплит,Hoplita sátira
Sigiled Skink,"Sigiled Skink	{1}{R}
Creature — Lizard
Whenever this creature attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
2/1
",https://scryfall.com/card/jou/111/sigiled-skink,https://cards.scryfall.io/large/front/3/7/37f84b4d-82db-4e3a-a099-2e438c0a6418.jpg?1593096097,符印石龙子,符印石龍子,Scinque sigillaire,Sigill-Skink,Scinco dei Sigilli,印章持ちのスキンク,인장박힌 도마뱀,Lagarto Rúnico,Покрытый Рунами Сцинк,Lagarto con runas
Spawn of Thraxes,"Spawn of Thraxes	{5}{R}{R}
Creature — Dragon
Flying
When this creature enters, it deals damage to any target equal to the number of Mountains you control.
5/5
",https://scryfall.com/card/jou/112/spawn-of-thraxes,https://cards.scryfall.io/large/front/e/1/e13aa40e-c626-486d-8abc-10aa68542c5b.jpg?1593096108,特剌谢斯后裔,特剌謝斯後裔,Engeance de Thraxes,Brut des Thraxes,Progenie di Traxes,トラクシーズの落とし子,트락시스의 자식,Prole de Traxes,Порождение Тракса,Engendro de Traxes
Spite of Mogis,"Spite of Mogis	{R}
Sorcery
Spite of Mogis deals damage to target creature equal to the number of instant and sorcery cards in your graveyard. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/jou/113/spite-of-mogis,https://cards.scryfall.io/large/front/5/6/5676d255-707e-4621-a0df-3305f999f124.jpg?1593096115,墨癸斯的怨恨,墨癸斯的怨恨,Rancune de Mogis,Wutausbruch des Mogis,Spregio di Mogis,モーギスの悪意,모기스의 원한,Rancor de Mogis,Злоба Могия,Rencor de Mogis
Starfall,"Starfall	{4}{R}
Instant
Starfall deals 3 damage to target creature. If that creature is an enchantment, Starfall deals 3 damage to that creature's controller.

",https://scryfall.com/card/jou/114/starfall,https://cards.scryfall.io/large/front/1/3/13921f0d-f163-4275-b025-045c1ccd99e5.jpg?1593096122,星坠击,星墜擊,Chute stellaire,Sternenfall,Caduta degli Astri,落星,별똥별,Chuva de Estrelas,Звездопад,Lanzaestrella
Twinflame,"Twinflame	{1}{R}
Sorcery
Strive — This spell costs {2}{R} more to cast for each target beyond the first.
Choose any number of target creatures you control. For each of them, create a token that's a copy of that creature, except it has haste. Exile those tokens at the beginning of the next end step.

",https://scryfall.com/card/jou/115/twinflame,https://cards.scryfall.io/large/front/8/5/85c863ef-b266-410d-87b3-ced791f99966.jpg?1775941402,焰塑双身,焰塑雙身,Pyrojumeau,Zwillingsflamme,Fiamma Gemella,双つ身の炎,쌍둥이 불꽃,Gêmeo Incandescente,Пламенный Двойник,Gemelo ígneo
Wildfire Cerberus,"Wildfire Cerberus	{4}{R}
Creature — Dog
{5}{R}{R}: Monstrosity 1. (If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)
When this creature becomes monstrous, it deals 2 damage to each opponent and each creature they control.
4/3
",https://scryfall.com/card/jou/116/wildfire-cerberus,https://cards.scryfall.io/large/front/d/7/d7a26c23-abb9-41c3-aea1-bb241093119d.jpg?1593096142,野火狱犬,野火獄犬,Cerbère du feu dévastateur,Flächenbrand-Zerberus,Cerbero dell'Incendio Indomabile,燎原の火のケルベロス,들불 켈베로스,Cérbero Incendiário,Цербер Пожара,Cerbero incendiario
Bassara Tower Archer,"Bassara Tower Archer	{G}{G}
Creature — Human Archer
Hexproof, reach
2/1
",https://scryfall.com/card/jou/117/bassara-tower-archer,https://cards.scryfall.io/large/front/9/5/95a1e5c2-7f5b-4ae4-83d9-06e334ba57ea.jpg?1593096148,巴萨剌塔弓箭手,巴薩剌塔弓箭手,Archère de la tour de Bassara,Bassaraturm-Bogenschützin,Arciera della Torre Bassara,バサーラ塔の弓兵,바사라 탑 궁수,Arqueiro da Torre de Bassara,Лучница из Бассарской Башни,Arquera de la Torre de Bassara
Colossal Heroics,"Colossal Heroics	{2}{G}
Instant
Strive — This spell costs {1}{G} more to cast for each target beyond the first.
Any number of target creatures each get +2/+2 until end of turn. Untap those creatures.

",https://scryfall.com/card/jou/118/colossal-heroics,https://cards.scryfall.io/large/front/c/6/c6139443-e31c-4eea-a99e-df9498fe18a8.jpg?1593096154,巨身勇行,巨身勇行,Bravoure colossale,Kolossaler Heldenmut,Eroismo Colossale,壮大な英雄譚,거대한 영웅심,Heróis Colossais,Колоссальный Героизм,Heroicos colosales
Consign to Dust,"Consign to Dust	{2}{G}
Instant
Strive — This spell costs {2}{G} more to cast for each target beyond the first.
Destroy any number of target artifacts and/or enchantments.

",https://scryfall.com/card/jou/119/consign-to-dust,https://cards.scryfall.io/large/front/5/4/54cb25b6-049c-46dd-88a4-f3890e018db0.jpg?1592710839,托诸尘土,托諸塵土,Vouer à la poussière,Dem Zerfall überlassen,Relegare nella Polvere,塵への回帰,먼지로 화하다,Entregar ao Pó,Предать Праху,Entregar al polvo
Desecration Plague,"Desecration Plague	{3}{G}
Sorcery
Destroy target enchantment or land.

",https://scryfall.com/card/jou/120/desecration-plague,https://cards.scryfall.io/large/front/4/2/42dbc5e5-5d46-47f7-a700-b65781a13c7a.jpg?1593096170,渎圣灾难,瀆聖災難,Peste de profanation,Entweihende Plage,Piaga della Profanazione,冒涜の疫病,신성모독 전염병,Praga da Profanação,Оскверняющий Мор,Plaga de profanación
Dictate of Karametra,"Dictate of Karametra	{3}{G}{G}
Enchantment
Flash
Whenever a player taps a land for mana, that player adds one mana of any type that land produced.

",https://scryfall.com/card/jou/121/dictate-of-karametra,https://cards.scryfall.io/large/front/d/5/d5114607-df8f-4e44-8ef5-b6af89964bbc.jpg?1593096177,卡拉美特拉的旨意,卡拉美特拉的旨意,Précepte de Karametra,Gebot der Karametra,Dettami di Karametra,ケイラメトラの指図,카라메트라의 규율,Decreto de Carametra,Веление Караметры,Mandato de Karametra
Eidolon of Blossoms,"Eidolon of Blossoms	{2}{G}{G}
Enchantment Creature — Spirit
Constellation — Whenever this creature or another enchantment you control enters, draw a card.
2/2
",https://scryfall.com/card/jou/122/eidolon-of-blossoms,https://cards.scryfall.io/large/front/f/8/f882aa63-d43c-4359-9de6-77231500a08e.jpg?1690004806,花丛幻灵,花叢幻靈,Eidôlon des fleurs,Eidolon der Blüten,Apparizione dei Boccioli,開花の幻霊,꽃의 에이돌론,Eidolon da Florescência,Эйдолон Цветения,Eidolón de flores
Font of Fertility,"Font of Fertility	{G}
Enchantment
{1}{G}, Sacrifice this enchantment: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.

",https://scryfall.com/card/jou/123/font-of-fertility,https://cards.scryfall.io/large/front/a/8/a8e85cd4-c116-42e2-a94b-2c04b06c4e2b.jpg?1690004840,富饶洗礼池,富饒洗禮池,Fontaine de fertilité,Quell der Fruchtbarkeit,Fonte della Fertilità,豊穣の泉,풍요의 세례반,Fonte da Fertilidade,Источник Плодородия,Fuente de la fertilidad
Golden Hind,"Golden Hind	{1}{G}
Creature — Elk
{T}: Add {G}.
2/1
",https://scryfall.com/card/jou/124/golden-hind,https://cards.scryfall.io/large/front/1/a/1ae883ea-191e-4571-be3d-1e3149e6965e.jpg?1593096196,金角牝鹿,金角牝鹿,Biche dorée,Goldene Hirschkuh,Cerva d'Oro,黄金の雌鹿,황금 암사슴,Cerva Dourada,Золотая Лань,Cierva dorada
Goldenhide Ox,"Goldenhide Ox	{5}{G}
Enchantment Creature — Ox
Constellation — Whenever this creature or another enchantment you control enters, target creature must be blocked this turn if able.
5/4
",https://scryfall.com/card/jou/125/goldenhide-ox,https://cards.scryfall.io/large/front/d/1/d107c72f-483a-4af9-b86f-681669d99c46.jpg?1593096203,金皮公牛,金皮公牛,Bœuf à la peau d'or,Goldbalg-Ochse,Bue dal Vello d'Oro,黄金皮の雄牛,황금가죽 황소,Boi do Couro Dourado,Златошкурый Бык,Buey lomo dorado
Heroes' Bane,"Heroes' Bane	{3}{G}{G}
Creature — Hydra
This creature enters with four +1/+1 counters on it.
{2}{G}{G}: Put X +1/+1 counters on this creature, where X is its power.
0/0
",https://scryfall.com/card/jou/126/heroes-bane,https://cards.scryfall.io/large/front/7/f/7f83195c-5150-4763-a2e1-5b109d185d55.jpg?1730491021,英雄灾祸,英雄災禍,Fléau des héros,Heldenverschlingerin,Flagello degli Eroi,英雄たちを破滅させるもの,영웅의 재앙,Perdição dos Heróis,Погибель Героев,Ruina de héroes
Humbler of Mortals,"Humbler of Mortals	{4}{G}{G}
Enchantment Creature — Elemental
Constellation — Whenever this creature or another enchantment you control enters, creatures you control gain trample until end of turn.
5/5
",https://scryfall.com/card/jou/127/humbler-of-mortals,https://cards.scryfall.io/large/front/f/1/f12149b9-b450-4ad6-ab5d-9a0eeb36997e.jpg?1593096217,凡人煞星,凡人煞星,Oppresseur des mortels,Demütiger der Sterblichen,Umiliatore di Mortali,定命の者の大敵,겸손한 필멸자,Humilhador de Mortais,Попирающий Смертных,Avasallador de mortales
Hydra Broodmaster,"Hydra Broodmaster	{4}{G}{G}
Creature — Hydra
{X}{X}{G}: Monstrosity X. (If this creature isn't monstrous, put X +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, create X X/X green Hydra creature tokens.
7/7
",https://scryfall.com/card/jou/128/hydra-broodmaster,https://cards.scryfall.io/large/front/5/b/5b11bb5a-66e3-4dc6-9df4-e1683c57e488.jpg?1625194477,护卵多头龙,護卵多頭龍,Maître de couvée hydre,Hydra-Brutwächterin,Idra Protettrice della Covata,ハイドラの繁殖主,번식하는 히드라,Hidra Criadeira,Гидра-Породительница,Hidra ama de la progenie
Kruphix's Insight,"Kruphix's Insight	{2}{G}
Sorcery
Reveal the top six cards of your library. Put up to three enchantment cards from among them into your hand and the rest of the revealed cards into your graveyard.

",https://scryfall.com/card/jou/129/kruphixs-insight,https://cards.scryfall.io/large/front/d/5/d5d7ab7a-fcb2-44c7-8e99-e627d3ced1ea.jpg?1592710952,克罗芬斯的洞察,克羅芬斯的洞察,Perspicacité de Kruphix,Einblicke des Kruphix,Intuizione di Krufix,クルフィックスの洞察力,크루픽스의 지혜,Visão de Crufix,Предчувствие Круфикса,Perspicacia de Krufix
Market Festival,"Market Festival	{3}{G}
Enchantment — Aura
Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional two mana in any combination of colors.

",https://scryfall.com/card/jou/130/market-festival,https://cards.scryfall.io/large/front/c/3/c3a70329-ecae-4647-b912-75d936a6c8c5.jpg?1593096239,集市节庆,集市節慶,Marché du festival,Marktfeier,Festa del Mercato,市場の祝祭,시장 축제,Festival do Mercado,Праздник на Базаре,Festival del mercado
Nature's Panoply,"Nature's Panoply	{G}
Instant
Strive — This spell costs {2}{G} more to cast for each target beyond the first.
Choose any number of target creatures. Put a +1/+1 counter on each of them.

",https://scryfall.com/card/jou/131/natures-panoply,https://cards.scryfall.io/large/front/3/2/32177b9c-eef3-4eea-b623-74bfea1afad6.jpg?1593096246,自然华彩,自然華彩,Panoplie de la nature,Rüstzeug der Natur,Panoplia della Natura,自然からの武装,자연의 집합,Panóplia da Natureza,Паноплия Природы,Panoplia de la naturaleza
Nessian Game Warden,"Nessian Game Warden	{3}{G}{G}
Creature — Beast
When this creature enters, look at the top X cards of your library, where X is the number of Forests you control. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
4/5
",https://scryfall.com/card/jou/132/nessian-game-warden,https://cards.scryfall.io/large/front/5/0/5099d18d-c8b5-4706-bc93-40d1bb12988d.jpg?1593096253,奈西安猎护兽,奈西安獵護獸,Garde-chasse nessian,Nessischer Wildhüter,Guardacaccia Nessian,ネシアンの猟区管理者,네시안 숲 금렵구 관리자,Protetor da Fauna Nessiana,Нессийский Страж Дичи,Protectora de presas nessiana
Oakheart Dryads,"Oakheart Dryads	{2}{G}
Enchantment Creature — Nymph Dryad
Constellation — Whenever this creature or another enchantment you control enters, target creature gets +1/+1 until end of turn.
2/3
",https://scryfall.com/card/jou/133/oakheart-dryads,https://cards.scryfall.io/large/front/d/8/d8ef63b9-c021-40fe-910e-93c06d660c20.jpg?1593096261,橡心树灵,橡心樹靈,Dryades au cœur de chêne,Eichenherz-Dryaden,Driadi Cuore di Quercia,樫心のドライアド,참나무심장 드라이어드,Dríades Coração-de-carvalho,Дриады Сердца Дуба,Dríadas corarroble
Pheres-Band Thunderhoof,"Pheres-Band Thunderhoof	{4}{G}
Creature — Centaur Warrior
Heroic — Whenever you cast a spell that targets this creature, put two +1/+1 counters on this creature.
3/4
",https://scryfall.com/card/jou/134/pheres-band-thunderhoof,https://cards.scryfall.io/large/front/a/1/a19a2e8e-9d8f-4537-838c-ac60e09d78bf.jpg?1593096267,斐力兹族雷蹄兵,斐力茲族雷蹄兵,Sabot-de-foudre du clan Phérès,Donnerhuf der Pheres-Herde,Zampatonante della Banda Feres,フィーリーズ団の雷鳴蹄,피레스 무리 천둥발굽,Casco-de-trovão do Bando Feres,Громоног из Племени Ферий,Cascotrueno del clan Feres
Pheres-Band Warchief,"Pheres-Band Warchief	{3}{G}
Creature — Centaur Warrior
Vigilance, trample
Other Centaur creatures you control get +1/+1 and have vigilance and trample.
3/3
",https://scryfall.com/card/jou/135/pheres-band-warchief,https://cards.scryfall.io/large/front/8/4/8456730a-607c-44c0-b18e-0df8f35b0634.jpg?1593096278,斐力兹族战酋长,斐力茲族戰酋長,Chef de guerre du clan Phérès,Kriegshäuptling der Pheres-Herde,Condottiero della Banda Feres,フィーリーズ団の戦長,피레스 무리 대족장,Comandante do Bando Feres,Боевой Вождь из Племени Ферий,Jefe de guerra del clan Feres
Ravenous Leucrocota,"Ravenous Leucrocota	{3}{G}
Creature — Beast
Vigilance
{6}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
2/4
",https://scryfall.com/card/jou/136/ravenous-leucrocota,https://cards.scryfall.io/large/front/d/c/dc504eb1-4684-47a1-b241-01c7bb5cc496.jpg?1576383110,贪食鬣狗狮,貪食鬣狗獅,Leucrotta vorace,Gefräßiges Leucrocota,Leucrotta Famelica,貪欲なるレウクロッタ,굶주린 류크로코타,Leucrócota Voraz,Ненасытная Левкрокота,Leucrocota voraz
Renowned Weaver,"Renowned Weaver	{G}
Creature — Human Shaman
{1}{G}, Sacrifice this creature: Create a 1/3 green Spider enchantment creature token with reach. (It can block creatures with flying.)
1/1
",https://scryfall.com/card/jou/137/renowned-weaver,https://cards.scryfall.io/large/front/2/4/240830be-53f8-4f46-a0fb-6ecc439d1349.jpg?1593096296,享誉织匠,享譽織匠,Tisseuse réputée,Angesehene Weberin,Tessitrice Rinomata,名高い織り手,유명한 방직공,Tecedora Renomada,Знаменитая Ткачиха,Tejedora insigne
Reviving Melody,"Reviving Melody	{2}{G}
Sorcery
Choose one or both —
• Return target creature card from your graveyard to your hand.
• Return target enchantment card from your graveyard to your hand.

",https://scryfall.com/card/jou/138/reviving-melody,https://cards.scryfall.io/large/front/4/9/49b152cc-d39f-470e-8b62-e4a833db7b88.jpg?1593096307,复苏旋律,復甦旋律,Mélodie ravivante,Wiederbelebende Melodie,Melodia Rianimante,蘇生の旋律,부활의 선율,Melodia Restauradora,Оживляющая Мелодия,Melodía reanimadora
Satyr Grovedancer,"Satyr Grovedancer	{1}{G}
Creature — Satyr Shaman
When this creature enters, put a +1/+1 counter on target creature.
1/1
",https://scryfall.com/card/jou/139/satyr-grovedancer,https://cards.scryfall.io/large/front/d/4/d46febca-f3c0-4467-aef4-4dfcdf3009fe.jpg?1593096315,林舞羊蹄人,林舞羊蹄人,Dansebosquet satyre,Satyr-Haintänzerin,Danzatrice del Boschetto,サテュロスの木立ち踊り,숲 춤꾼 사티로스,Sátiro Dançarino do Bosque,"Сатир, Лесная Плясунья",Bailarina de la arboleda sátira
Setessan Tactics,"Setessan Tactics	{1}{G}
Instant
Strive — This spell costs {G} more to cast for each target beyond the first.
Until end of turn, any number of target creatures each get +1/+1 and gain ""{T}: This creature fights another target creature.""

",https://scryfall.com/card/jou/140/setessan-tactics,https://cards.scryfall.io/large/front/3/8/385a1939-15e5-4f13-b01b-7cdc6835da2a.jpg?1593096325,瑟特萨式战法,瑟特薩式戰法,Tactiques setessiennes,Setesser-Taktik,Tattiche di Setessa,セテッサ式戦術,세테사식 전술,Táticas Setessanas,Сетесская Тактика,Tácticas setessanas
Solidarity of Heroes,"Solidarity of Heroes	{1}{G}
Instant
Strive — This spell costs {1}{G} more to cast for each target beyond the first.
Choose any number of target creatures. Double the number of +1/+1 counters on each of them.

",https://scryfall.com/card/jou/141/solidarity-of-heroes,https://cards.scryfall.io/large/front/b/7/b782186a-79d9-4e95-9d3d-7670fefde43c.jpg?1562275572,英雄齐心,英雄齊心,Solidarité des héros,Bund der Helden,Solidarietà tra Eroi,英雄たちの結束,영웅의 연대,Solidariedade dos Heróis,Единство Героев,Solidaridad de los héroes
Spirespine,"Spirespine	{2}{G}
Enchantment Creature — Beast
Bestow {4}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
This creature blocks each combat if able.
Enchanted creature gets +4/+1 and blocks each combat if able.
4/1
",https://scryfall.com/card/jou/142/spirespine,https://cards.scryfall.io/large/front/a/c/ac71491f-3027-4257-a18f-ba4de6041feb.jpg?1593096345,尖刺豪猪,尖刺豪豬,Dardépic,Stachelrücken,Colossospino,トガリトゲ,뾰족가시,Ouriço Longispino,Спиношип,Espinaguja
Strength from the Fallen,"Strength from the Fallen	{1}{G}
Enchantment
Constellation — Whenever this enchantment or another enchantment you control enters, target creature gets +X/+X until end of turn, where X is the number of creature cards in your graveyard.

",https://scryfall.com/card/jou/143/strength-from-the-fallen,https://cards.scryfall.io/large/front/c/7/c76b3a8e-3cbb-47c4-9535-dfdeece7ee02.jpg?1593096354,亡者赋力,亡者賦力,Force des déchus,Stärke der Gefallenen,Potere dai Caduti,倒れた者からの力,망자들이 주는 힘,Força dos Caídos,Сила Павших,Fuerza de los caídos
Swarmborn Giant,"Swarmborn Giant	{2}{G}{G}
Creature — Giant
When you're dealt combat damage, sacrifice this creature.
{4}{G}{G}: Monstrosity 2. (If this creature isn't monstrous, put two +1/+1 counters on it and it becomes monstrous.)
As long as this creature is monstrous, it has reach.
6/6
",https://scryfall.com/card/jou/144/swarmborn-giant,https://cards.scryfall.io/large/front/8/4/84a3ddf9-b682-4691-bb1d-abd1d3486f59.jpg?1593096360,群集巨人,群集巨人,Géant né de l'essaim,Schwarmgeborener Riese,Gigante dello Sciame,群れ生まれの巨人,무리 거인,Gigante do Enxame,"Гигант, Порождение Роя",Gigante nacido del enjambre
"Ajani, Mentor of Heroes","Ajani, Mentor of Heroes	{3}{G}{W}
Legendary Planeswalker — Ajani
[+1]: Distribute three +1/+1 counters among one, two, or three target creatures you control.
[+1]: Look at the top four cards of your library. You may reveal an Aura, creature, or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
[−8]: You gain 100 life.

",https://scryfall.com/card/jou/145/ajani-mentor-of-heroes,https://cards.scryfall.io/large/front/4/a/4a30bcfa-6f95-450f-aea7-885983d7c6a5.jpg?1593096367,英雄明师阿耶尼,英雄明師阿耶尼,"Ajani, mentor de héros","Ajani, Mentor der Helden","Ajani, Mentore di Eroi",英雄の導師、アジャニ,영웅의 스승 아자니,"Ajani, Mentor dos Heróis","Аджани, Наставник Героев","Ajani, mentor de héroes"
"Athreos, God of Passage","Athreos, God of Passage	{1}{W}{B}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to white and black is less than seven, Athreos isn't a creature.
Whenever another creature you own dies, return it to your hand unless target opponent pays 3 life.
5/4
",https://scryfall.com/card/jou/146/athreos-god-of-passage,https://cards.scryfall.io/large/front/5/2/52705c53-883e-4b6a-9c08-3fa35f6f17d5.jpg?1593096375,渡亡神雅睿欧斯,渡亡神雅睿歐斯,"Athréos, dieu du Passage","Athreos, Gott der Überfahrt","Atreo, Dio del Passaggio",通行の神、エイスリオス,인도의 신 에스리오스,"Atreos, Deus da Passagem","Атрей, Бог Перехода","Atreos, dios del paso"
Desperate Stand,"Desperate Stand	{R}{W}
Sorcery
Strive — This spell costs {R}{W} more to cast for each target beyond the first.
Any number of target creatures each get +2/+0 and gain first strike and vigilance until end of turn.

",https://scryfall.com/card/jou/147/desperate-stand,https://cards.scryfall.io/large/front/e/8/e8a4fb8d-8ddd-4d1d-92c7-2bf6b0e6c488.jpg?1593096383,奋绝抵抗,奮絕抵抗,Dernier ressort,Erbitterter Widerstand,Resistenza Disperata,捨て身の抵抗,필사적인 저항,Resistência Desesperada,Отчаянная Оборона,Resistencia desesperada
Disciple of Deceit,"Disciple of Deceit	{U}{B}
Creature — Human Rogue
Inspired — Whenever this creature becomes untapped, you may discard a nonland card. If you do, search your library for a card with the same mana value as that card, reveal it, put it into your hand, then shuffle.
1/3
",https://scryfall.com/card/jou/148/disciple-of-deceit,https://cards.scryfall.io/large/front/f/b/fbfe88fd-9bb9-42af-8134-96fd264b8405.jpg?1593096393,诡诈信徒,詭詐信徒,Disciple de la tromperie,Schülerin der Täuschung,Discepola dell'Inganno,欺瞞の信奉者,속임수의 사도,Discípulo da Enganação,Ученица Обмана,Discípula del engaño
Fleetfeather Cockatrice,"Fleetfeather Cockatrice	{3}{G}{U}
Creature — Cockatrice
Flash (You may cast this spell any time you could cast an instant.)
Flying, deathtouch
{5}{G}{U}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
3/3
",https://scryfall.com/card/jou/149/fleetfeather-cockatrice,https://cards.scryfall.io/large/front/1/1/1139236e-5d71-4fc1-937d-ba1efadee031.jpg?1593096401,飞羽石化鸡蛇,飛羽石化雞蛇,Cocatrix lesteplume,Flinkfeder-Cocatrisk,Coccatrice Rapidapiuma,速羽根のコカトリス,가벼운 깃털 코카트리스,Cocatriz Pena-veloz,Быстрокрылый Куролиск,Cocatriz plumaveloz
"Iroas, God of Victory","Iroas, God of Victory	{2}{R}{W}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to red and white is less than seven, Iroas isn't a creature.
Creatures you control have menace.
Prevent all damage that would be dealt to attacking creatures you control.
7/4
",https://scryfall.com/card/jou/150/iroas-god-of-victory,https://cards.scryfall.io/large/front/b/4/b4036bb7-835d-4690-aca1-1ab566776e9a.jpg?1562415955,胜利神伊洛安斯,勝利神伊洛安斯,"Iroas, dieu de la Victoire","Iroas, Gott des Sieges","Iroas, Dio della Vittoria",勝利の神、イロアス,승리의 신 이로아스,"Iroas, Deus da Vitória","Ирой, Бог Победы","Iroas, dios de la victoria"
"Keranos, God of Storms","Keranos, God of Storms	{3}{U}{R}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to blue and red is less than seven, Keranos isn't a creature.
Reveal the first card you draw on each of your turns. Whenever you reveal a land card this way, draw a card. Whenever you reveal a nonland card this way, Keranos deals 3 damage to any target.
6/5
",https://scryfall.com/card/jou/151/keranos-god-of-storms,https://cards.scryfall.io/large/front/a/b/ab70c262-37a9-4dcd-80bb-d4422368eade.jpg?1593096418,风暴神刻拉诺斯,風暴神刻拉諾斯,"Kéranos, dieu des Tempêtes","Keranos, Gott der Stürme","Keranos, Dio delle Tempeste",嵐の神、ケラノス,폭풍의 신 케레노스,"Queranos, Deus das Tempestades","Керан, Бог Бурь","Keranos, dios de las tormentas"
